participant_id,phase_id,condition_id,algorithm,configuration,rating_id,pos,track_id,rating,score,danceability,energy,audio_key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
194,3,12,MAUT,7,1,8,6kJDByM0TY8ymI1eErpzrI,0.6,-0.729089,0.502,0.998,1,-3.551,1,0.139,0.0000182,0.00000294,0.35,0.313,149.897
194,3,12,MAUT,7,1,9,4ClGNWLK9vZMBtO0CpnyOE,1,-1.53151,0.553,0.991,8,-3.703,1,0.0925,0.0000444,0.0695,0.179,0.324,114.92
194,4,13,MAUT,8,0,0,3JOdLCIBzQYwHIvpN3isVf,0.8,-1.3633,0.628,0.886,2,-3.805,1,0.0608,0.000706,0,0.275,0.72,135.45
194,4,13,MAUT,8,0,1,2wEjPgOCEczmjlvq60LyQi,0.9,-1.57691,0.606,0.924,11,-4.531,0,0.0349,0.00216,0.0000033,0.24,0.965,144.998
194,4,13,MAUT,8,0,2,2Z8WuEywRWYTKe1NybPQEW,1,-1.45426,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989
194,4,13,MAUT,8,0,3,6kJDByM0TY8ymI1eErpzrI,0.4,-1.02217,0.502,0.998,1,-3.551,1,0.139,0.0000182,0.00000294,0.35,0.313,149.897
194,4,13,MAUT,8,0,4,3Ojljzpr7myCryMOScBRMC,0.9,-1.03695,0.498,0.947,11,-4.606,1,0.0396,0.00166,0,0.114,0.653,175.891
194,4,13,MAUT,8,0,5,5urdl721ncXAFkuIwR9Mj5,0.6,-1.23312,0.345,0.259,1,-11.16,1,0.0368,0.918,0.00000117,0.124,0.152,117.563
194,4,13,MAUT,8,0,6,3WDIhWoRWVcaHdRwMEHkkS,0.7,-1.34186,0.737,0.714,1,-6.138,0,0.0367,0.225,0.00000379,0.267,0.608,102.046
194,4,13,MAUT,8,0,7,4ClGNWLK9vZMBtO0CpnyOE,1,-1.75993,0.553,0.991,8,-3.703,1,0.0925,0.0000444,0.0695,0.179,0.324,114.92
194,4,13,MAUT,8,0,8,4fixebDZAVToLbUCuEloa2,0.9,-1.39509,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139
194,4,13,MAUT,8,0,9,3ACOZlqLswpIjguqeJdCM3,0.6,-0.318858,0.747,0.433,9,-10.485,1,0.0674,0.035,0.343,0.0812,0.392,81.991
194,4,13,MAUT,8,1,0,3JOdLCIBzQYwHIvpN3isVf,0.8,-1.3633,0.628,0.886,2,-3.805,1,0.0608,0.000706,0,0.275,0.72,135.45
194,4,13,MAUT,8,1,1,2wEjPgOCEczmjlvq60LyQi,0.8,-1.57691,0.606,0.924,11,-4.531,0,0.0349,0.00216,0.0000033,0.24,0.965,144.998
194,4,13,MAUT,8,1,2,2Z8WuEywRWYTKe1NybPQEW,0.9,-1.45426,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989
194,4,13,MAUT,8,1,3,6kJDByM0TY8ymI1eErpzrI,0.6,-1.02217,0.502,0.998,1,-3.551,1,0.139,0.0000182,0.00000294,0.35,0.313,149.897
194,4,13,MAUT,8,1,4,3Ojljzpr7myCryMOScBRMC,0.8,-1.03695,0.498,0.947,11,-4.606,1,0.0396,0.00166,0,0.114,0.653,175.891
194,4,13,MAUT,8,1,5,5urdl721ncXAFkuIwR9Mj5,0.7,-1.23312,0.345,0.259,1,-11.16,1,0.0368,0.918,0.00000117,0.124,0.152,117.563
194,4,13,MAUT,8,1,6,3WDIhWoRWVcaHdRwMEHkkS,0.6,-1.34186,0.737,0.714,1,-6.138,0,0.0367,0.225,0.00000379,0.267,0.608,102.046
194,4,13,MAUT,8,1,7,4ClGNWLK9vZMBtO0CpnyOE,1,-1.75993,0.553,0.991,8,-3.703,1,0.0925,0.0000444,0.0695,0.179,0.324,114.92
194,4,13,MAUT,8,1,8,4fixebDZAVToLbUCuEloa2,0.7,-1.39509,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139
194,4,13,MAUT,8,1,9,3ACOZlqLswpIjguqeJdCM3,0.4,-0.318858,0.747,0.433,9,-10.485,1,0.0674,0.035,0.343,0.0812,0.392,81.991
194,5,14,MAUT,9,0,0,3ACOZlqLswpIjguqeJdCM3,0.6,-0.358237,0.747,0.433,9,-10.485,1,0.0674,0.035,0.343,0.0812,0.392,81.991
194,5,14,MAUT,9,0,1,4ClGNWLK9vZMBtO0CpnyOE,1,-2.52679,0.553,0.991,8,-3.703,1,0.0925,0.0000444,0.0695,0.179,0.324,114.92
194,5,14,MAUT,9,0,2,4fixebDZAVToLbUCuEloa2,0.8,-1.01879,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139
194,5,14,MAUT,9,0,3,6kJDByM0TY8ymI1eErpzrI,0.4,-1.72437,0.502,0.998,1,-3.551,1,0.139,0.0000182,0.00000294,0.35,0.313,149.897
194,5,14,MAUT,9,0,4,3Ojljzpr7myCryMOScBRMC,0.9,-1.66613,0.498,0.947,11,-4.606,1,0.0396,0.00166,0,0.114,0.653,175.891
194,5,14,MAUT,9,0,5,2wEjPgOCEczmjlvq60LyQi,0.9,-2.30842,0.606,0.924,11,-4.531,0,0.0349,0.00216,0.0000033,0.24,0.965,144.998
194,5,14,MAUT,9,0,6,5urdl721ncXAFkuIwR9Mj5,0.7,-0.722466,0.345,0.259,1,-11.16,1,0.0368,0.918,0.00000117,0.124,0.152,117.563
194,5,14,MAUT,9,0,7,2Z8WuEywRWYTKe1NybPQEW,1,-1.97626,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989
194,5,14,MAUT,9,0,8,3JOdLCIBzQYwHIvpN3isVf,0.9,-1.85381,0.628,0.886,2,-3.805,1,0.0608,0.000706,0,0.275,0.72,135.45
194,5,14,MAUT,9,0,9,3WDIhWoRWVcaHdRwMEHkkS,0.6,-0.780693,0.737,0.714,1,-6.138,0,0.0367,0.225,0.00000379,0.267,0.608,102.046
194,5,14,MAUT,9,1,0,3ACOZlqLswpIjguqeJdCM3,0.4,-0.358237,0.747,0.433,9,-10.485,1,0.0674,0.035,0.343,0.0812,0.392,81.991
194,5,14,MAUT,9,1,1,4ClGNWLK9vZMBtO0CpnyOE,1,-2.52679,0.553,0.991,8,-3.703,1,0.0925,0.0000444,0.0695,0.179,0.324,114.92
194,5,14,MAUT,9,1,2,4fixebDZAVToLbUCuEloa2,0.7,-1.01879,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139
194,5,14,MAUT,9,1,3,6kJDByM0TY8ymI1eErpzrI,0.6,-1.72437,0.502,0.998,1,-3.551,1,0.139,0.0000182,0.00000294,0.35,0.313,149.897
194,5,14,MAUT,9,1,4,3Ojljzpr7myCryMOScBRMC,0.8,-1.66613,0.498,0.947,11,-4.606,1,0.0396,0.00166,0,0.114,0.653,175.891
194,5,14,MAUT,9,1,5,2wEjPgOCEczmjlvq60LyQi,0.8,-2.30842,0.606,0.924,11,-4.531,0,0.0349,0.00216,0.0000033,0.24,0.965,144.998
194,5,14,MAUT,9,1,6,5urdl721ncXAFkuIwR9Mj5,0.7,-0.722466,0.345,0.259,1,-11.16,1,0.0368,0.918,0.00000117,0.124,0.152,117.563
194,5,14,MAUT,9,1,7,2Z8WuEywRWYTKe1NybPQEW,0.9,-1.97626,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989
194,5,14,MAUT,9,1,8,3JOdLCIBzQYwHIvpN3isVf,0.8,-1.85381,0.628,0.886,2,-3.805,1,0.0608,0.000706,0,0.275,0.72,135.45
194,5,14,MAUT,9,1,9,3WDIhWoRWVcaHdRwMEHkkS,0.5,-0.780693,0.737,0.714,1,-6.138,0,0.0367,0.225,0.00000379,0.267,0.608,102.046
195,3,12,MAUT,7,0,0,0K8tVfNLsVbYrYdNYmWqAa,0.8,-0.585866,0.662,0.803,11,-7.19,1,0.0447,0.0271,0.0511,0.127,0.11,126.059
195,3,12,MAUT,7,0,1,3DrY78fwQBAuqlntINQRB4,0.7,-1.017,0.531,0.116,6,-11.157,1,0.0548,0.934,0,0.0981,0.176,117.469
195,3,12,MAUT,7,0,2,70TgwSyOOThWXgrBFvKB4t,0.1,-0.709821,0.334,0.123,0,-9.554,1,0.0668,0.75,0,0.101,0.256,78.608
195,3,12,MAUT,7,0,3,5153LWKMJiMNIRCChGN4Ja,0.6,-0.683642,0.719,0.705,0,-5.057,0,0.0444,0.0175,0,0.348,0.599,100.03
195,3,12,MAUT,7,0,4,6oO10y1h2VyxJQfomG4CtH,0.9,-1.01872,0.558,0.451,9,-6.163,1,0.0388,0.292,0,0.101,0.238,150.008
195,3,12,MAUT,7,0,5,1e8yGxTtmP2rWJt83Y4ga7,0.7,-0.388791,0.5,0.633,0,-6.003,1,0.048,0.0156,0.00000103,0.0537,0.309,165.994
195,3,12,MAUT,7,0,6,0T4aOOE5hBYzDzFnRnWH3C,0.5,,0.734,0.146,2,-9.71,1,0.0324,0.864,0,0.137,0.424,99.99
195,3,12,MAUT,7,0,7,2Bpgk6c8tXgidECKCfOqnI,0.5,,0.576,0.487,2,-9.223,1,0.041,0.793,0.00368,0.144,0.267,114.929
195,3,12,MAUT,7,0,8,61SC50kH2vNjvYnmMXkrmb,1,-1.75813,0.569,0.573,7,-7.615,1,0.0283,0.104,0,0.0928,0.257,114.935
195,3,12,MAUT,7,0,9,3MQMBm2m3UqpT23doEOZc2,1,-1.7125,0.504,0.483,4,-5.82,1,0.035,0.0533,0,0.099,0.161,122.831
195,3,12,MAUT,7,1,0,0K8tVfNLsVbYrYdNYmWqAa,0.8,-0.585866,0.662,0.803,11,-7.19,1,0.0447,0.0271,0.0511,0.127,0.11,126.059
195,3,12,MAUT,7,1,1,3DrY78fwQBAuqlntINQRB4,0.5,-1.017,0.531,0.116,6,-11.157,1,0.0548,0.934,0,0.0981,0.176,117.469
195,3,12,MAUT,7,1,2,70TgwSyOOThWXgrBFvKB4t,0.1,-0.709821,0.334,0.123,0,-9.554,1,0.0668,0.75,0,0.101,0.256,78.608
195,3,12,MAUT,7,1,3,5153LWKMJiMNIRCChGN4Ja,0.7,-0.683642,0.719,0.705,0,-5.057,0,0.0444,0.0175,0,0.348,0.599,100.03
195,3,12,MAUT,7,1,4,6oO10y1h2VyxJQfomG4CtH,1,-1.01872,0.558,0.451,9,-6.163,1,0.0388,0.292,0,0.101,0.238,150.008
195,3,12,MAUT,7,1,5,1e8yGxTtmP2rWJt83Y4ga7,0.7,-0.388791,0.5,0.633,0,-6.003,1,0.048,0.0156,0.00000103,0.0537,0.309,165.994
195,3,12,MAUT,7,1,6,0T4aOOE5hBYzDzFnRnWH3C,0.4,,0.734,0.146,2,-9.71,1,0.0324,0.864,0,0.137,0.424,99.99
195,3,12,MAUT,7,1,7,2Bpgk6c8tXgidECKCfOqnI,0.5,,0.576,0.487,2,-9.223,1,0.041,0.793,0.00368,0.144,0.267,114.929
195,3,12,MAUT,7,1,8,61SC50kH2vNjvYnmMXkrmb,1,-1.75813,0.569,0.573,7,-7.615,1,0.0283,0.104,0,0.0928,0.257,114.935
195,3,12,MAUT,7,1,9,3MQMBm2m3UqpT23doEOZc2,1,-1.7125,0.504,0.483,4,-5.82,1,0.035,0.0533,0,0.099,0.161,122.831
195,4,13,MAUT,8,0,0,15cUxbAp19y5BSZiG0q84y,0.4,-0.959684,0.279,0.374,2,-6.337,1,0.0371,0.675,0,0.102,0.157,75.093
195,4,13,MAUT,8,0,1,6wvYTrmB4JImM9rKjvw9Py,0.5,-0.161807,0.613,0.425,10,-7.315,1,0.0312,0.522,0,0.113,0.361,136.051
195,4,13,MAUT,8,0,2,13Fys5dgRsaEec3WSOTwXd,0.5,-0.217208,0.414,0.529,3,-6.351,1,0.0284,0.465,0,0.109,0.267,134.325
195,4,13,MAUT,8,0,3,6LWS6iYUZKYHNl2VwNytpo,0.7,-1.05661,0.719,0.614,9,-5.354,0,0.0327,0.611,0.000014,0.108,0.69,95.988
195,4,13,MAUT,8,0,4,6esEhdzABVyF2RqXJIyJOO,0.1,,0.613,0.532,11,-8.915,1,0.0395,0.795,0.000015,0.147,0.866,95.024
195,4,13,MAUT,8,0,5,3DQisSEr1TLp9H0BEeKiQS,0.9,-0.965141,0.556,0.529,2,-4.464,1,0.025,0.4,0,0.268,0.308,89.887
195,4,13,MAUT,8,0,6,3UI9I3e1g1y5T3SMfdgfGO,0.3,-0.173534,0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025
195,4,13,MAUT,8,0,7,4MSfhwIXOYxMIY7I6HEJD8,0.6,,0.325,0.189,3,-12.159,1,0.0291,0.481,0,0.132,0.367,67.346
195,4,13,MAUT,8,0,8,2pLV5v5rgpMTmVvRcjmm8d,0.5,-1.09451,0.636,0.44,10,-7.354,0,0.0303,0.209,0,0.0942,0.236,100.046
195,4,13,MAUT,8,0,9,4t4tDMJpKjDT47ViFV21J8,0.8,-0.447884,0.308,0.357,4,-7.118,0,0.0321,0.578,0,0.389,0.142,182.672
195,4,13,MAUT,8,1,0,15cUxbAp19y5BSZiG0q84y,0.5,-0.959684,0.279,0.374,2,-6.337,1,0.0371,0.675,0,0.102,0.157,75.093
195,4,13,MAUT,8,1,1,6wvYTrmB4JImM9rKjvw9Py,0.5,-0.161807,0.613,0.425,10,-7.315,1,0.0312,0.522,0,0.113,0.361,136.051
195,4,13,MAUT,8,1,2,13Fys5dgRsaEec3WSOTwXd,0.5,-0.217208,0.414,0.529,3,-6.351,1,0.0284,0.465,0,0.109,0.267,134.325
195,4,13,MAUT,8,1,3,6LWS6iYUZKYHNl2VwNytpo,0.6,-1.05661,0.719,0.614,9,-5.354,0,0.0327,0.611,0.000014,0.108,0.69,95.988
195,4,13,MAUT,8,1,4,6esEhdzABVyF2RqXJIyJOO,0.1,,0.613,0.532,11,-8.915,1,0.0395,0.795,0.000015,0.147,0.866,95.024
195,4,13,MAUT,8,1,5,3DQisSEr1TLp9H0BEeKiQS,1,-0.965141,0.556,0.529,2,-4.464,1,0.025,0.4,0,0.268,0.308,89.887
195,4,13,MAUT,8,1,6,3UI9I3e1g1y5T3SMfdgfGO,0.1,-0.173534,0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025
195,4,13,MAUT,8,1,7,4MSfhwIXOYxMIY7I6HEJD8,0.2,,0.325,0.189,3,-12.159,1,0.0291,0.481,0,0.132,0.367,67.346
195,4,13,MAUT,8,1,8,2pLV5v5rgpMTmVvRcjmm8d,0.3,-1.09451,0.636,0.44,10,-7.354,0,0.0303,0.209,0,0.0942,0.236,100.046
195,4,13,MAUT,8,1,9,4t4tDMJpKjDT47ViFV21J8,0.8,-0.447884,0.308,0.357,4,-7.118,0,0.0321,0.578,0,0.389,0.142,182.672
195,5,14,MAUT,9,0,0,3O4AfpbVApakAWbJ7iCpL0,0.1,-1.59914,0.742,0.472,11,-10.72,1,0.0374,0.544,0.00637,0.109,0.618,120.033
195,5,14,MAUT,9,0,1,1CeD5zqGPN0wSfqCtmcVnf,0.9,-1.70802,0.56,0.467,3,-6.13,1,0.03,0.564,0,0.128,0.139,129.663
195,5,14,MAUT,9,0,2,1FypvNODDT5HbtPbIDsugy,0.8,-1.30465,0.531,0.819,7,-3.883,1,0.0532,0.0337,0.000177,0.119,0.38,133.01
195,5,14,MAUT,9,0,3,2nhLWN200OuwXVOHmJDn50,0.7,-1.19314,0.645,0.782,2,-7.424,1,0.0263,0.0853,0.00188,0.265,0.957,133.968
195,5,14,MAUT,9,0,4,5mIbiNgIA35wZylIalJSYf,0.5,-0.752199,0.75,0.947,4,-4.401,0,0.0486,0.000302,0.93,0.268,0.502,124.985
195,5,14,MAUT,9,0,5,2CTN6UuO2dNEVZXR0DJVk2,0.6,-1.25246,0.654,0.528,6,-6.224,0,0.0412,0.0599,0.0000714,0.0975,0.376,82.014
195,5,14,MAUT,9,0,6,1w0qg01gZLzPPH5R0cTCuW,1,-2.05646,0.381,0.481,4,-5.82,1,0.0365,0.0509,0,0.1,0.162,123.09
195,5,14,MAUT,9,0,7,3MQMBm2m3UqpT23doEOZc2,1,-2.60728,0.504,0.483,4,-5.82,1,0.035,0.0533,0,0.099,0.161,122.831
195,5,14,MAUT,9,0,8,61SC50kH2vNjvYnmMXkrmb,1,-2.65882,0.569,0.573,7,-7.615,1,0.0283,0.104,0,0.0928,0.257,114.935
195,5,14,MAUT,9,0,9,5WYfKlmMg58ZdhRlFaPUzI,0.7,-1.3123,0.683,0.389,0,-8.593,1,0.0244,0.467,0.000855,0.118,0.368,101.924
195,5,14,MAUT,9,1,0,3O4AfpbVApakAWbJ7iCpL0,0.1,-1.59914,0.742,0.472,11,-10.72,1,0.0374,0.544,0.00637,0.109,0.618,120.033
195,5,14,MAUT,9,1,1,1CeD5zqGPN0wSfqCtmcVnf,0.8,-1.70802,0.56,0.467,3,-6.13,1,0.03,0.564,0,0.128,0.139,129.663
195,5,14,MAUT,9,1,2,1FypvNODDT5HbtPbIDsugy,0.8,-1.30465,0.531,0.819,7,-3.883,1,0.0532,0.0337,0.000177,0.119,0.38,133.01
195,5,14,MAUT,9,1,3,2nhLWN200OuwXVOHmJDn50,0.6,-1.19314,0.645,0.782,2,-7.424,1,0.0263,0.0853,0.00188,0.265,0.957,133.968
195,5,14,MAUT,9,1,4,5mIbiNgIA35wZylIalJSYf,0.6,-0.752199,0.75,0.947,4,-4.401,0,0.0486,0.000302,0.93,0.268,0.502,124.985
195,5,14,MAUT,9,1,5,2CTN6UuO2dNEVZXR0DJVk2,0.6,-1.25246,0.654,0.528,6,-6.224,0,0.0412,0.0599,0.0000714,0.0975,0.376,82.014
195,5,14,MAUT,9,1,6,1w0qg01gZLzPPH5R0cTCuW,1,-2.05646,0.381,0.481,4,-5.82,1,0.0365,0.0509,0,0.1,0.162,123.09
195,5,14,MAUT,9,1,7,3MQMBm2m3UqpT23doEOZc2,1,-2.60728,0.504,0.483,4,-5.82,1,0.035,0.0533,0,0.099,0.161,122.831
195,5,14,MAUT,9,1,8,61SC50kH2vNjvYnmMXkrmb,1,-2.65882,0.569,0.573,7,-7.615,1,0.0283,0.104,0,0.0928,0.257,114.935
195,5,14,MAUT,9,1,9,5WYfKlmMg58ZdhRlFaPUzI,0.5,-1.3123,0.683,0.389,0,-8.593,1,0.0244,0.467,0.000855,0.118,0.368,101.924
196,3,12,MAUT,7,0,0,4M3ILaJ7MnY8tPoD687ivv,0.7,,0.335,0.733,7,-3.173,1,0.0383,0.35,0,0.253,0.152,150.016
196,3,12,MAUT,7,0,1,1bIO1vOiOOz4qKkyAeeb01,0.2,,0.583,0.841,5,-3.364,0,0.0376,0.234,0,0.19,0.829,147.82
196,3,12,MAUT,7,0,2,1jo2kVsUlk5xbsEkF2KawK,1,-0.452231,0.369,0.124,2,-12.303,1,0.0323,0.927,0.0000255,0.107,0.112,141.504
196,3,12,MAUT,7,0,3,09ofFsfrfytGEYncXvealF,0.5,-0.0621564,0.72,0.403,6,-6.897,0,0.0307,0.787,0.00000737,0.11,0.22,110.001
196,3,12,MAUT,7,0,4,1UQaI9s0Q4Dhl3on3kLDyY,0.3,,0.569,0.199,6,-15.037,0,0.0442,0.925,0.000841,0.11,0.467,95.533
196,3,12,MAUT,7,0,5,3Gx4fRYFwGmnPRtCYvGFNf,0.7,-0.43188,0.398,0.21,5,-9.127,1,0.0396,0.951,0,0.0948,0.295,137.123
196,3,12,MAUT,7,0,6,6gDXbcILAyBa2skSdbUYq7,0.3,-0.0226073,0.327,0.295,4,-6.907,0,0.0313,0.775,0,0.107,0.143,148.574
196,3,12,MAUT,7,0,7,7GBAkAqExrYcnM7iddUjK4,0.4,,0.578,0.114,2,-16.479,1,0.0521,0.843,0,0.106,0.251,120.395
196,3,12,MAUT,7,0,8,6apkxcowQmzFNQoxu3iYoA,0.5,-0.481276,0.436,0.255,9,-8.858,1,0.031,0.882,0,0.125,0.347,79.809
196,3,12,MAUT,7,0,9,696wSwPa5AldCfs3kHpWSl,0.8,-0.0268081,0.395,0.196,3,-12.808,1,0.0499,0.86,0,0.111,0.221,69.278
196,3,12,MAUT,7,1,0,4M3ILaJ7MnY8tPoD687ivv,0.6,,0.335,0.733,7,-3.173,1,0.0383,0.35,0,0.253,0.152,150.016
196,3,12,MAUT,7,1,1,1bIO1vOiOOz4qKkyAeeb01,0.1,,0.583,0.841,5,-3.364,0,0.0376,0.234,0,0.19,0.829,147.82
196,3,12,MAUT,7,1,2,1jo2kVsUlk5xbsEkF2KawK,0.9,-0.452231,0.369,0.124,2,-12.303,1,0.0323,0.927,0.0000255,0.107,0.112,141.504
196,3,12,MAUT,7,1,3,09ofFsfrfytGEYncXvealF,0.6,-0.0621564,0.72,0.403,6,-6.897,0,0.0307,0.787,0.00000737,0.11,0.22,110.001
196,3,12,MAUT,7,1,4,1UQaI9s0Q4Dhl3on3kLDyY,0.4,,0.569,0.199,6,-15.037,0,0.0442,0.925,0.000841,0.11,0.467,95.533
196,3,12,MAUT,7,1,5,3Gx4fRYFwGmnPRtCYvGFNf,0.7,-0.43188,0.398,0.21,5,-9.127,1,0.0396,0.951,0,0.0948,0.295,137.123
196,3,12,MAUT,7,1,6,6gDXbcILAyBa2skSdbUYq7,0.2,-0.0226073,0.327,0.295,4,-6.907,0,0.0313,0.775,0,0.107,0.143,148.574
196,3,12,MAUT,7,1,7,7GBAkAqExrYcnM7iddUjK4,0.3,,0.578,0.114,2,-16.479,1,0.0521,0.843,0,0.106,0.251,120.395
196,3,12,MAUT,7,1,8,6apkxcowQmzFNQoxu3iYoA,0.5,-0.481276,0.436,0.255,9,-8.858,1,0.031,0.882,0,0.125,0.347,79.809
196,3,12,MAUT,7,1,9,696wSwPa5AldCfs3kHpWSl,0.8,-0.0268081,0.395,0.196,3,-12.808,1,0.0499,0.86,0,0.111,0.221,69.278
196,4,13,MAUT,8,0,0,1mnELnVixuWR2nTyUJqaTx,0.8,-0.879831,0.485,0.583,5,-4.054,1,0.0272,0.347,0,0.149,0.25,75.991
196,4,13,MAUT,8,0,1,1dIKxlEtHBABzk1DlRNCxc,1,-2.03526,0.308,0.319,9,-7.361,1,0.031,0.809,0.0000281,0.0992,0.259,140.917
196,4,13,MAUT,8,0,2,0QbqXmNKf3A74VKH66ZwAb,0.9,-1,0.327,0.289,0,-13.572,0,0.0326,0.882,0.72,0.072,0.101,124.261
196,4,13,MAUT,8,0,3,3N7nSoHed3fuq3W8Se4Y1I,1,-1,0.174,0.224,2,-14.202,1,0.0366,0.961,0.577,0.114,0.0716,79.975
196,4,13,MAUT,8,0,4,4Y8L0mnIgOJ7DgmPdHQg0D,0.1,-1.45137,0.5,0.206,5,-11.164,0,0.0293,0.781,0,0.111,0.136,99.046
196,4,13,MAUT,8,0,5,75JFxkI2RXiU7L9VXzMkle,1,-1.24028,0.56,0.442,5,-7.224,1,0.0243,0.727,0.0000171,0.11,0.212,146.448
196,4,13,MAUT,8,0,6,6g2A476aR3nNO3U6ddYRM8,0.6,-1,0.562,0.3,8,-13.996,1,0.031,0.895,0.253,0.101,0.153,139.936
196,4,13,MAUT,8,0,7,1n8rU6fMDfmw0ZvEpi7KMF,0.4,-0.980432,0.505,0.709,1,-5.286,0,0.0301,0.00109,0,0.0886,0.345,103.984
196,4,13,MAUT,8,0,8,5Y2fMpKIJN2XxW4qfq2iBA,0.6,-1.4393,0.448,0.476,9,-6.828,1,0.0314,0.548,0,0.103,0.267,138.185
196,4,13,MAUT,8,0,9,1Wv2Cl5v9jQkMaxI40CR2Z,0.5,-1.00285,0.43,0.65,5,-8.498,1,0.0344,0.0171,0.608,0.114,0.302,130.011
196,4,13,MAUT,8,1,0,1mnELnVixuWR2nTyUJqaTx,0.8,-0.879831,0.485,0.583,5,-4.054,1,0.0272,0.347,0,0.149,0.25,75.991
196,4,13,MAUT,8,1,1,1dIKxlEtHBABzk1DlRNCxc,1,-2.03526,0.308,0.319,9,-7.361,1,0.031,0.809,0.0000281,0.0992,0.259,140.917
196,4,13,MAUT,8,1,2,0QbqXmNKf3A74VKH66ZwAb,1,-1,0.327,0.289,0,-13.572,0,0.0326,0.882,0.72,0.072,0.101,124.261
196,4,13,MAUT,8,1,3,3N7nSoHed3fuq3W8Se4Y1I,1,-1,0.174,0.224,2,-14.202,1,0.0366,0.961,0.577,0.114,0.0716,79.975
196,4,13,MAUT,8,1,4,4Y8L0mnIgOJ7DgmPdHQg0D,0.1,-1.45137,0.5,0.206,5,-11.164,0,0.0293,0.781,0,0.111,0.136,99.046
196,4,13,MAUT,8,1,5,75JFxkI2RXiU7L9VXzMkle,1,-1.24028,0.56,0.442,5,-7.224,1,0.0243,0.727,0.0000171,0.11,0.212,146.448
196,4,13,MAUT,8,1,6,6g2A476aR3nNO3U6ddYRM8,0.8,-1,0.562,0.3,8,-13.996,1,0.031,0.895,0.253,0.101,0.153,139.936
196,4,13,MAUT,8,1,7,1n8rU6fMDfmw0ZvEpi7KMF,0.4,-0.980432,0.505,0.709,1,-5.286,0,0.0301,0.00109,0,0.0886,0.345,103.984
196,4,13,MAUT,8,1,8,5Y2fMpKIJN2XxW4qfq2iBA,0.5,-1.4393,0.448,0.476,9,-6.828,1,0.0314,0.548,0,0.103,0.267,138.185
196,4,13,MAUT,8,1,9,1Wv2Cl5v9jQkMaxI40CR2Z,0.5,-1.00285,0.43,0.65,5,-8.498,1,0.0344,0.0171,0.608,0.114,0.302,130.011
196,5,14,MAUT,9,0,0,5z2wFoVRqnuxYmauqrKxdP,0.6,-1.90171,0.45,0.345,8,-10.783,0,0.0311,0.761,0.00000137,0.274,0.211,137.711
196,5,14,MAUT,9,0,1,4cmgIrUbyD8ufOIiXr0HCV,0.7,-1.08366,0.499,0.534,5,-7.718,1,0.029,0.622,0.0000113,0.14,0.292,136.046
196,5,14,MAUT,9,0,2,5Y2fMpKIJN2XxW4qfq2iBA,0.5,-1.87781,0.448,0.476,9,-6.828,1,0.0314,0.548,0,0.103,0.267,138.185
196,5,14,MAUT,9,0,3,1dIKxlEtHBABzk1DlRNCxc,1,-2.9132,0.308,0.319,9,-7.361,1,0.031,0.809,0.0000281,0.0992,0.259,140.917
196,5,14,MAUT,9,0,4,4Y8L0mnIgOJ7DgmPdHQg0D,0.3,-2.08222,0.5,0.206,5,-11.164,0,0.0293,0.781,0,0.111,0.136,99.046
196,5,14,MAUT,9,0,5,4YfDticlwW58vBTV2OB9Z0,0.7,-1.4511,0.658,0.614,0,-5.733,1,0.0279,0.745,0,0.112,0.669,129.99
196,5,14,MAUT,9,0,6,6W9X9NJSY8GeWGcuMP0y97,0.1,-1.27894,0.518,0.474,7,-6.671,0,0.0325,0.766,0,0.0954,0.21,120.044
196,5,14,MAUT,9,0,7,7qxArEz09HnATf2Ne0wXUK,0.4,-1.03437,0.532,0.637,1,-6.378,0,0.0408,0.421,0.000061,0.0812,0.269,140.001
196,5,14,MAUT,9,0,8,7IeCe7wYNrX3VAdFCYhIi7,1,-1.23839,0.419,0.094,10,-17.195,1,0.0309,0.751,0.0033,0.109,0.0509,77.592
196,5,14,MAUT,9,0,9,4NLCEoUCoJqXDYGz36owuO,1,-0.866861,0.267,0.157,11,-13.683,1,0.034,0.938,0.000219,0.126,0.149,94.152
196,5,14,MAUT,9,1,0,5z2wFoVRqnuxYmauqrKxdP,0.5,-1.90171,0.45,0.345,8,-10.783,0,0.0311,0.761,0.00000137,0.274,0.211,137.711
196,5,14,MAUT,9,1,1,4cmgIrUbyD8ufOIiXr0HCV,0.8,-1.08366,0.499,0.534,5,-7.718,1,0.029,0.622,0.0000113,0.14,0.292,136.046
196,5,14,MAUT,9,1,2,5Y2fMpKIJN2XxW4qfq2iBA,0.5,-1.87781,0.448,0.476,9,-6.828,1,0.0314,0.548,0,0.103,0.267,138.185
