"","participant_id","endtime","conditions","starttime","p2.Demographics.answers","p2.Demographics.timestamp","p7.msi.answers","p7.msi.timestamp","p10.PlaylistCharacteristics.answers","p10.PlaylistCharacteristics.timestamp","p11.PlaylistCharacteristics.answers","p11.PlaylistCharacteristics.timestamp","p12.PlaylistCharacteristics.answers","p12.PlaylistCharacteristics.timestamp"
"71",177,"2019-01-10 12:01:06","[14,13,12]","2019-01-17 15:53:26","[0,""22"",2]","2019-01-17 15:53:37","[3,3,3,3,3,4,5,3,3,2,3,3,4,4,3,0,0,0]","2019-01-17 15:54:04","[2,2,2,2,2,2]","2019-01-17 15:55:32","","","",""
"72",188,"2019-01-10 17:38:43","[13,12,14]","2019-01-19 03:01:31","[0,""27"",0]","2019-01-19 03:01:44","[2,1,2,3,2,5,2,2,1,5,4,4,3,4,1,4,1,2]","2019-01-19 03:05:34","[2,2,2,2,2,2]","2019-01-19 03:06:51","","","",""
"73",159,"2019-01-09 15:30:24","[12,14,13]","2019-01-09 15:30:24","[0,""26"",1]","2019-01-09 15:30:46","[0,0,0,0,0,3,6,0,0,0,6,0,6,0,0,0,0,0]","2019-01-09 15:32:19","","","","","",""
"74",45,"2019-01-09 17:23:52","[12,14,13]","2019-01-09 15:14:07","[1,""25"",4]","2019-01-09 15:14:11","[6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-09 15:14:24","","","","","",""
"75",45,"2019-01-09 17:23:52","[14,13,12]","2019-01-09 15:12:27","[1,""25"",4]","2019-01-09 15:12:31","[6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-09 15:12:45","","","","","",""
"76",156,"2019-01-09 13:45:55","[13,12,14]","2019-01-09 13:45:55","[0,""19"",3]","2019-01-09 13:46:14","[4,1,2,3,2,4,5,3,2,1,4,4,5,6,3,0,0,0]","2019-01-09 13:48:41","","","","","",""
"77",155,"2019-01-09 11:28:07","[13,12,14]","2019-01-09 11:28:07","[1,""23"",3]","2019-01-09 11:28:22","[2,1,4,3,1,3,3,2,0,3,4,3,4,1,4,4,1,1]","2019-01-09 11:29:47","","","","","",""
"78",154,"2019-01-09 10:23:04","[13,14,12]","2019-01-09 10:23:04","[1,""21"",5]","2019-01-09 10:23:24","[2,0,0,3,1,1,2,2,4,2,2,2,5,4,3,5,1,4]","2019-01-09 10:24:57","","","","","",""
"79",153,"2019-01-09 09:49:14","[13,14,12]","2019-01-09 09:49:14","[1,""22"",3]","2019-01-09 09:49:32","[4,0,4,6,3,4,1,4,2,4,3,2,2,1,4,6,2,2]","2019-01-09 09:51:00","","","","","",""
"80",51,"2019-01-08 17:17:29","[13,14,12]","2019-01-08 17:17:29","[1,""25"",3]","2019-01-08 17:17:33","[4,6,6,5,6,6,6,6,6,5,5,5,5,5,5,5,6,6]","2019-01-08 17:17:48","","","","","",""
"81",53,"","[14,12,13]","2019-01-08 12:29:18","[1,""3"",3]","2019-01-08 12:29:28","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]","2019-01-08 12:29:56","","","","","",""
"82",160,"","[14,12,13]","2019-01-09 16:12:54","[0,""26"",6]","2019-01-09 16:13:32","[5,0,1,2,2,5,5,6,2,5,5,5,6,6,2,0,0,0]","2019-01-09 16:17:14","","","","","",""
"83",161,"2019-01-09 16:36:29","[14,13,12]","2019-01-09 16:36:29","[0,""21"",0]","2019-01-09 16:36:43","[6,2,3,6,3,5,1,6,2,4,2,5,2,1,3,6,3,2]","2019-01-09 16:38:25","","","","","",""
"84",160,"","[12,14,13]","2019-01-09 16:55:46","[0,""26"",6]","2019-01-09 16:55:53","[5,0,2,1,1,5,5,6,4,5,5,6,5,6,1,0,0,0]","2019-01-09 16:57:20","","","","","",""
"85",163,"","[13,14,12]","2019-01-09 17:06:02","[1,""22"",2]","2019-01-09 17:06:22","[5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5]","2019-01-09 17:06:42","","","","","",""
"86",45,"2019-01-09 17:23:52","[12,13,14]","2019-01-09 17:07:21","[1,""25"",4]","2019-01-09 17:07:26","[3,4,5,6,5,6,5,6,6,5,6,6,6,5,5,5,5,5]","2019-01-09 17:07:37","","","","","",""
"87",46,"","[13,14,12]","2019-01-09 17:15:21","[0,""28"",2]","2019-01-09 17:15:32","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-09 17:15:43","","","","","",""
"88",169,"2019-01-09 18:06:06","[14,12,13]","2019-01-09 18:06:06","[0,""20"",6]","2019-01-09 18:06:13","[2,2,2,5,2,4,4,5,3,4,4,5,5,5,3,0,0,0]","2019-01-09 18:07:17","","","","","",""
"89",118,"","[12,13,14]","2019-01-09 18:17:16","[1,""52"",1]","2019-01-09 18:18:03","[2,0,1,2,2,4,4,2,2,4,2,4,4,4,3,0,0,0]","2019-01-09 18:21:03","","","","","",""
"90",45,"2019-01-09 17:23:52","[12,14,13]","2019-01-09 23:36:21","[1,""25"",4]","2019-01-09 23:36:30","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-09 23:36:42","","","","","",""
"91",174,"2019-01-10 10:08:38","[12,14,13]","2019-01-10 10:08:38","[0,""20"",6]","2019-01-10 10:09:28","[5,3,4,5,5,6,1,5,2,4,2,5,2,2,3,6,3,3]","2019-01-10 10:11:50","","","","","",""
"92",174,"2019-01-10 10:08:38","[13,12,14]","2019-01-10 11:36:16","[0,""20"",6]","2019-01-10 11:36:23","[5,2,4,4,3,5,1,5,2,5,2,4,2,1,2,6,4,3]","2019-01-10 11:37:34","","","","","",""
"93",175,"2019-01-10 11:35:42","[13,14,12]","2019-01-10 11:35:42","[0,""20"",5]","2019-01-10 11:35:57","[1,0,1,4,1,3,6,1,3,0,4,1,5,6,2,0,0,0]","2019-01-10 11:37:39","","","","","",""
"94",176,"2019-01-10 11:40:10","[12,13,14]","2019-01-10 11:40:10","[1,""21"",3]","2019-01-10 11:40:31","[4,0,2,1,0,0,6,1,3,0,4,3,5,5,0,0,0,0]","2019-01-10 11:41:47","","","","","",""
"95",45,"2019-01-09 17:23:52","[14,12,13]","2019-01-10 11:41:41","[1,""25"",4]","2019-01-10 11:41:47","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 11:42:00","","","","","",""
"96",178,"","[12,13,14]","2019-01-10 12:02:40","[1,""25"",4]","2019-01-10 12:02:45","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 12:03:02","","","","","",""
"97",179,"2019-01-10 13:10:45","[14,12,13]","2019-01-10 13:10:45","[0,""22"",4]","2019-01-10 13:11:21","[6,2,5,5,1,5,2,5,4,5,3,5,5,3,4,1,2,1]","2019-01-10 13:13:42","","","","","",""
"98",180,"2019-01-10 13:13:14","[12,13,14]","2019-01-10 13:13:14","[1,""20"",1]","2019-01-10 13:13:27","[4,3,4,5,3,4,2,3,1,4,1,5,1,2,4,5,4,1]","2019-01-10 13:15:30","","","","","",""
"99",181,"2019-01-10 15:06:27","[12,14,13]","2019-01-10 15:06:27","[1,""24"",6]","2019-01-10 15:07:17","[1,2,4,4,2,3,6,0,2,3,3,4,6,6,4,0,0,0]","2019-01-10 15:09:16","","","","","",""
"100",178,"","[14,12,13]","2019-01-10 16:55:32","[1,""25"",5]","2019-01-10 16:55:44","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 16:56:13","","","","","",""
"101",178,"","[14,12,13]","2019-01-10 17:07:03","[1,""25"",4]","2019-01-10 17:07:29","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 17:07:49","","","","","",""
"102",178,"","[12,13,14]","2019-01-10 17:17:50","[1,""25"",5]","2019-01-10 17:17:58","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 17:18:18","","","","","",""
"103",187,"2019-01-10 17:38:18","[14,12,13]","2019-01-10 17:38:18","[0,""29"",5]","2019-01-10 17:38:34","[3,2,3,4,2,3,5,2,5,2,4,3,5,6,2,0,0,0]","2019-01-10 17:41:36","","","","","",""
"104",191,"2019-01-10 19:48:10","[13,14,12]","2019-01-10 19:48:10","[0,""23"",2]","2019-01-10 19:48:23","[4,1,3,6,4,5,1,4,5,4,1,5,3,5,4,0,0,0]","2019-01-10 19:49:57","","","","","",""
"105",178,"","[14,12,13]","2019-01-10 20:02:40","[1,""25"",5]","2019-01-10 20:03:06","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 20:03:27","","","","","",""
"106",178,"","[14,12,13]","2019-01-10 20:12:25","[1,""25"",5]","2019-01-10 20:12:31","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 20:12:49","","","","","",""
"107",178,"","[14,12,13]","2019-01-10 20:40:52","[2,""25"",6]","2019-01-10 20:40:58","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-10 20:41:18","","","","","",""
"108",194,"2019-01-10 23:09:58","[13,14,12]","2019-01-10 23:09:58","[0,""20"",3]","2019-01-10 23:10:26","[2,0,3,4,4,4,3,4,1,3,1,3,3,4,4,0,0,0]","2019-01-10 23:11:39","","","","","",""
"109",180,"2019-01-10 13:13:14","[14,13,12]","2019-01-11 14:22:10","[1,""20"",2]","2019-01-11 14:22:21","[4,3,3,5,4,4,2,4,2,4,2,5,2,2,4,4,3,1]","2019-01-11 14:23:58","","","","","",""
"110",178,"","[13,14,12]","2019-01-13 14:01:37","[1,""25"",4]","2019-01-13 14:01:44","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-13 14:02:02","","","","","",""
"111",216,"2019-01-14 11:49:55","[14,12,13]","2019-01-14 11:49:55","[1,""21"",5]","2019-01-14 11:50:21","[2,2,4,4,4,4,2,4,4,4,2,4,2,3,4,4,1,1]","2019-01-14 11:51:23","","","","","",""
"112",229,"2019-01-16 23:58:17","[13,14,12]","2019-01-16 23:58:17","[1,""19"",4]","2019-01-16 23:58:40","[4,2,1,4,2,3,0,5,3,3,4,6,5,4,4,0,0,0]","2019-01-16 23:59:55","","","","","",""
"113",178,"","[12,14,13]","2019-01-17 01:29:06","[2,""999"",6]","2019-01-17 01:29:11","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-17 01:29:21","","","","","",""
"114",235,"2019-01-17 15:49:21","[14,12,13]","2019-01-17 15:49:21","[1,""21"",6]","2019-01-17 15:50:13","[5,3,6,6,4,6,1,6,1,6,4,6,1,0,6,5,3,3]","2019-01-17 15:51:54","","","","","",""
"115",236,"2019-01-17 15:50:59","[12,14,13]","2019-01-17 15:50:58","[1,""26"",2]","2019-01-17 15:51:12","[3,1,3,2,4,4,3,5,3,4,2,5,2,3,4,5,4,1]","2019-01-17 15:52:53","","","","","",""
"116",241,"2019-01-17 17:04:11","[14,13,12]","2019-01-17 17:04:11","[0,""21"",6]","2019-01-17 17:04:36","[0,0,0,4,2,1,6,1,3,1,4,3,3,6,2,0,0,0]","2019-01-17 17:07:05","","","","","",""
"117",263,"2019-01-23 15:42:04","[13,14,12]","2019-01-23 15:42:04","[0,""24"",4]","2019-01-23 15:42:21","[3,0,0,6,6,6,2,3,6,6,1,5,4,5,5,6,0,0]","2019-01-23 15:43:50","","","","","",""
"118",45,"2019-01-09 17:23:52","[14,13,12]","2019-01-25 13:31:34","[2,""999"",6]","2019-01-25 13:31:42","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-25 13:31:55","","","","","",""
"119",45,"2019-01-09 17:23:52","[13,12,14]","2019-01-25 13:39:24","[2,""999"",6]","2019-01-25 13:39:37","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-25 13:39:48","","","","","",""
"120",45,"2019-01-09 17:23:52","[13,14,12]","2019-01-25 14:07:17","[2,""999"",6]","2019-01-25 14:07:21","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-25 14:07:33","","","","","",""
"121",45,"2019-01-09 17:23:52","[14,13,12]","2019-01-26 13:18:34","[2,""999"",6]","2019-01-26 13:23:40","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-26 13:24:16","","","","","",""
"122",45,"2019-01-09 17:23:52","[12,13,14]","2019-01-26 13:42:27","[2,""999"",6]","2019-01-26 13:42:31","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-01-26 13:42:43","","","","","",""
"123",45,"2019-01-09 17:23:52","[12,14,13]","2019-02-02 14:41:42","[2,""99999"",6]","2019-02-02 14:41:51","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6]","2019-02-02 14:42:22","","","","","",""
"124",177,"2019-01-10 12:01:06","[14,13,12]","2019-01-10 12:01:06","[0,""22"",1]","2019-01-10 12:01:16","","","","","","","",""
"125",188,"2019-01-10 17:38:43","[13,12,14]","2019-01-10 17:38:43","[0,""27"",0]","2019-01-10 17:38:56","","","","","","","",""
"126",180,"2019-01-10 13:13:14","[12,14,13]","2019-01-11 09:41:59","[0,""20"",1]","2019-01-11 09:42:09","","","","","","","",""
"127",206,"2019-01-11 15:02:51","[13,12,14]","2019-01-11 15:02:51","[1,""28"",1]","2019-01-11 15:03:01","","","","","","","",""
"128",219,"2019-01-14 14:47:53","[13,12,14]","2019-01-14 14:47:53","[1,""25"",4]","2019-01-14 14:48:07","","","","","","","",""
"129",211,"2019-01-12 16:33:55","[14,13,12]","2019-01-14 16:02:30","[1,""30"",5]","2019-01-14 16:02:41","","","","","","","",""
"130",237,"2019-01-17 15:50:56","[13,12,14]","2019-01-17 15:50:56","[0,""22"",6]","2019-01-17 15:51:05","","","","","","","",""
"131",155,"2019-01-09 11:28:07","[12,14,13]","2019-01-17 16:10:47","[1,""23"",2]","2019-01-17 16:10:56","","","","","","","",""
"132",177,"2019-01-10 12:01:06","","","","","[3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,2,0]","2019-01-10 12:02:13","[1,3,1,2,2,2]","2019-01-10 12:08:30","","","",""
"133",211,"2019-01-12 16:33:55","","","","","[4,1,3,6,4,4,2,3,2,4,1,4,5,2,4,4,4,1]","2019-01-15 08:21:39","","","","","",""
"134",219,"2019-01-14 14:47:53","","","","","[4,0,5,4,3,5,0,2,1,3,2,5,2,5,5,0,0,0]","2019-01-16 16:44:32","","","","","",""
"135",188,"2019-01-10 17:38:43","","","","","[2,1,2,3,2,5,1,3,1,3,4,4,3,4,1,4,1,2]","2019-01-19 03:01:22","","","","","",""
"136",159,"2019-01-09 15:30:24","","","","","","","[0,4,0,0,0,3]","2019-01-09 16:04:10","[0,4,0,2,0,4]","2019-01-09 16:05:48","[4,0,4,0,3,4]","2019-01-09 16:06:48"
"137",161,"2019-01-09 16:36:29","","","","","","","[1,3,1,0,1,3]","2019-01-09 17:11:19","[0,3,1,2,2,3]","2019-01-09 17:16:36","[4,0,4,3,1,2]","2019-01-09 17:20:51"
"138",191,"2019-01-10 19:48:10","","","","","","","[3,1,3,3,3,1]","2019-01-10 20:52:40","[2,3,1,3,2,2]","2019-01-10 20:54:12","[2,3,1,4,3,3]","2019-01-10 20:56:12"
"139",229,"2019-01-16 23:58:17","","","","","","","[3,1,3,1,1,3]","2019-01-17 00:03:53","[1,3,1,1,1,3]","2019-01-17 00:06:32","[3,1,3,3,3,1]","2019-01-17 00:09:13"
"140",236,"2019-01-17 15:50:59","","","","","","","[2,2,2,1,2,1]","2019-01-17 16:00:22","[2,3,2,2,2,1]","2019-01-17 16:03:17","[2,2,2,1,1,1]","2019-01-17 16:04:44"
"141",216,"2019-01-14 11:49:55","","","","","","","[3,3,3,3,3,1]","2019-01-14 11:56:30","[3,1,4,2,1,3]","2019-01-14 12:00:19","",""
"142",45,"2019-01-09 17:23:52","","","","","","","[3,2,4,2,3,1]","2019-01-07 00:09:41","","","",""
"143",194,"2019-01-10 23:09:58","","","","","","","[4,1,3,3,2,2]","2019-01-10 23:17:38","","","",""
"144",156,"2019-01-09 13:45:55","","","","","","","","","[3,0,3,2,2,1]","2019-01-09 16:29:55","[3,1,3,1,2,1]","2019-01-09 16:32:14"
"145",177,"2019-01-10 12:01:06","","","","","","","","","[2,3,3,3,2,2]","2019-01-10 12:18:41","[3,3,2,2,2,2]","2019-01-10 12:19:10"
"146",194,"2019-01-10 23:09:58","","","","","","","","","[4,1,3,3,2,2]","2019-01-10 23:19:44","[4,1,3,3,2,2]","2019-01-10 23:21:20"
"147",188,"2019-01-10 17:38:43","","","","","","","","","[2,2,2,2,2,2]","2019-01-19 03:09:35","[1,2,1,4,3,1]","2019-01-19 03:15:24"
"148",45,"2019-01-09 17:23:52","","","","","","","","","[3,2,3,4,2,2]","2019-01-07 00:12:32","",""
"149",216,"2019-01-14 11:49:55","","","","","","","","","","","[2,3,1,3,3,1]","2019-01-14 12:02:45"
"150",45,"2019-01-09 17:23:52","[12,14,13]","2019-01-09 16:02:33","","","","","","","","","",""
"151",153,"2019-01-09 09:49:14","[13,12,14]","2019-01-09 10:57:24","","","","","","","","","",""
"152",49,"","[14,12,13]","2019-01-08 12:25:33","","","","","","","","","",""
"153",45,"2019-01-09 17:23:52","[14,12,13]","2019-01-09 17:24:07","","","","","","","","","",""
"154",45,"2019-01-09 17:23:52","[14,13,12]","2019-01-10 16:30:17","","","","","","","","","",""
"155",178,"","[12,13,14]","2019-01-10 18:00:22","","","","","","","","","",""
"156",180,"2019-01-10 13:13:14","[12,14,13]","2019-01-11 20:10:49","","","","","","","","","",""
"157",219,"2019-01-14 14:47:53","[13,12,14]","2019-01-16 17:48:03","","","","","","","","","",""
"158",154,"2019-01-09 10:23:04","[13,12,14]","2019-01-17 15:51:52","","","","","","","","","",""
"159",247,"2019-01-17 19:07:24","[13,12,14]","2019-01-17 20:36:37","","","","","","","","","",""
"160",52,"2019-02-02 14:27:05","[14,12,13]","2019-01-19 16:50:26","","","","","","","","","",""
"161",45,"2019-01-09 17:23:52","[13,12,14]","2019-01-21 15:30:52","","","","","","","","","",""
"162",45,"2019-01-09 17:23:52","[14,12,13]","2019-01-22 19:16:14","","","","","","","","","",""
"163",45,"2019-01-09 17:23:52","[13,14,12]","2019-01-26 12:58:02","","","","","","","","","",""
"164",52,"2019-02-02 14:27:05","[14,13,12]","2019-02-02 14:40:45","","","","","","","","","",""
"165",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"166",47,"","","","","","","","","","","","",""
"167",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"168",264,"2019-01-28 00:41:19","","","","","","","","","","","",""
"169",267,"","","","","","","","","","","","",""
"170",44,"","","","","","","","","","","","",""
"171",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"172",47,"","","","","","","","","","","","",""
"173",50,"","","","","","","","","","","","",""
"174",54,"","","","","","","","","","","","",""
"175",44,"","","","","","","","","","","","",""
"176",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"177",50,"","","","","","","","","","","","",""
"178",54,"","","","","","","","","","","","",""
"179",44,"","","","","","","","","","","","",""
"180",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"181",50,"","","","","","","","","","","","",""
"182",54,"","","","","","","","","","","","",""
"183",44,"","","","","","","","","","","","",""
"184",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"185",50,"","","","","","","","","","","","",""
"186",54,"","","","","","","","","","","","",""
"187",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"188",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"189",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"190",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"191",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"192",47,"","","","","","","","","","","","",""
"193",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"194",47,"","","","","","","","","","","","",""
"195",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"196",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"197",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"198",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"199",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"200",47,"","","","","","","","","","","","",""
"201",44,"","","","","","","","","","","","",""
"202",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"203",47,"","","","","","","","","","","","",""
"204",50,"","","","","","","","","","","","",""
"205",44,"","","","","","","","","","","","",""
"206",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"207",47,"","","","","","","","","","","","",""
"208",44,"","","","","","","","","","","","",""
"209",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"210",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"211",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"212",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"213",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"214",54,"","","","","","","","","","","","",""
"215",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"216",54,"","","","","","","","","","","","",""
"217",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"218",54,"","","","","","","","","","","","",""
"219",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"220",54,"","","","","","","","","","","","",""
"221",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"222",54,"","","","","","","","","","","","",""
"223",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"224",54,"","","","","","","","","","","","",""
"225",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"226",54,"","","","","","","","","","","","",""
"227",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"228",54,"","","","","","","","","","","","",""
"229",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"230",54,"","","","","","","","","","","","",""
"231",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"232",54,"","","","","","","","","","","","",""
"233",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"234",54,"","","","","","","","","","","","",""
"235",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"236",54,"","","","","","","","","","","","",""
"237",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"238",47,"","","","","","","","","","","","",""
"239",54,"","","","","","","","","","","","",""
"240",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"241",47,"","","","","","","","","","","","",""
"242",54,"","","","","","","","","","","","",""
"243",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"244",47,"","","","","","","","","","","","",""
"245",54,"","","","","","","","","","","","",""
"246",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"247",47,"","","","","","","","","","","","",""
"248",54,"","","","","","","","","","","","",""
"249",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"250",47,"","","","","","","","","","","","",""
"251",54,"","","","","","","","","","","","",""
"252",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"253",47,"","","","","","","","","","","","",""
"254",54,"","","","","","","","","","","","",""
"255",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"256",47,"","","","","","","","","","","","",""
"257",54,"","","","","","","","","","","","",""
"258",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"259",47,"","","","","","","","","","","","",""
"260",54,"","","","","","","","","","","","",""
"261",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"262",47,"","","","","","","","","","","","",""
"263",54,"","","","","","","","","","","","",""
"264",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"265",47,"","","","","","","","","","","","",""
"266",54,"","","","","","","","","","","","",""
"267",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"268",47,"","","","","","","","","","","","",""
"269",54,"","","","","","","","","","","","",""
"270",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"271",47,"","","","","","","","","","","","",""
"272",54,"","","","","","","","","","","","",""
"273",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"274",47,"","","","","","","","","","","","",""
"275",54,"","","","","","","","","","","","",""
"276",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"277",47,"","","","","","","","","","","","",""
"278",54,"","","","","","","","","","","","",""
"279",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"280",47,"","","","","","","","","","","","",""
"281",54,"","","","","","","","","","","","",""
"282",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"283",47,"","","","","","","","","","","","",""
"284",54,"","","","","","","","","","","","",""
"285",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"286",47,"","","","","","","","","","","","",""
"287",54,"","","","","","","","","","","","",""
"288",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"289",47,"","","","","","","","","","","","",""
"290",54,"","","","","","","","","","","","",""
"291",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"292",47,"","","","","","","","","","","","",""
"293",54,"","","","","","","","","","","","",""
"294",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"295",47,"","","","","","","","","","","","",""
"296",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"297",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"298",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"299",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"300",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"301",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"302",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"303",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"304",47,"","","","","","","","","","","","",""
"305",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"306",47,"","","","","","","","","","","","",""
"307",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"308",47,"","","","","","","","","","","","",""
"309",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"310",47,"","","","","","","","","","","","",""
"311",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"312",47,"","","","","","","","","","","","",""
"313",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"314",47,"","","","","","","","","","","","",""
"315",118,"","","","","","","","","","","","",""
"316",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"317",118,"","","","","","","","","","","","",""
"318",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"319",118,"","","","","","","","","","","","",""
"320",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"321",118,"","","","","","","","","","","","",""
"322",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"323",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"324",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"325",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"326",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"327",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"328",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"329",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"330",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"331",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"332",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"333",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"334",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"335",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"336",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"337",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"338",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"339",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"340",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"341",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"342",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
