"","participant_id","endtime","conditions","starttime","p2.Demographics.answers","p2.Demographics.timestamp","p7.msi.answers","p7.msi.timestamp","p10.PlaylistCharacteristics.answers","p10.PlaylistCharacteristics.timestamp","p11.PlaylistCharacteristics.answers","p11.PlaylistCharacteristics.timestamp","p12.PlaylistCharacteristics.answers","p12.PlaylistCharacteristics.timestamp"
"343",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"344",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"345",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"346",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"347",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"348",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"349",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"350",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"351",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"352",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"353",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"354",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"355",54,"","","","","","","","","","","","",""
"356",118,"","","","","","","","","","","","",""
"357",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"358",54,"","","","","","","","","","","","",""
"359",118,"","","","","","","","","","","","",""
"360",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"361",54,"","","","","","","","","","","","",""
"362",118,"","","","","","","","","","","","",""
"363",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"364",54,"","","","","","","","","","","","",""
"365",118,"","","","","","","","","","","","",""
"366",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"367",54,"","","","","","","","","","","","",""
"368",118,"","","","","","","","","","","","",""
"369",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"370",54,"","","","","","","","","","","","",""
"371",118,"","","","","","","","","","","","",""
"372",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"373",54,"","","","","","","","","","","","",""
"374",118,"","","","","","","","","","","","",""
"375",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"376",54,"","","","","","","","","","","","",""
"377",118,"","","","","","","","","","","","",""
"378",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"379",54,"","","","","","","","","","","","",""
"380",118,"","","","","","","","","","","","",""
"381",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"382",54,"","","","","","","","","","","","",""
"383",118,"","","","","","","","","","","","",""
"384",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"385",54,"","","","","","","","","","","","",""
"386",118,"","","","","","","","","","","","",""
"387",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"388",54,"","","","","","","","","","","","",""
"389",118,"","","","","","","","","","","","",""
"390",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"391",54,"","","","","","","","","","","","",""
"392",118,"","","","","","","","","","","","",""
"393",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"394",54,"","","","","","","","","","","","",""
"395",118,"","","","","","","","","","","","",""
"396",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"397",54,"","","","","","","","","","","","",""
"398",118,"","","","","","","","","","","","",""
"399",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"400",54,"","","","","","","","","","","","",""
"401",118,"","","","","","","","","","","","",""
"402",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"403",54,"","","","","","","","","","","","",""
"404",118,"","","","","","","","","","","","",""
"405",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"406",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"407",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"408",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"409",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"410",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"411",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"412",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"413",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"414",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"415",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"416",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"417",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"418",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"419",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"420",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"421",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"422",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"423",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"424",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"425",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"426",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"427",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"428",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"429",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"430",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"431",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"432",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"433",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"434",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"435",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"436",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"437",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"438",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"439",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"440",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"441",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"442",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"443",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"444",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"445",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"446",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"447",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"448",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"449",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"450",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"451",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"452",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"453",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"454",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"455",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"456",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"457",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"458",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"459",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"460",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"461",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"462",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"463",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"464",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"465",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"466",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"467",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"468",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"469",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"470",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"471",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"472",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"473",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"474",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"475",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"476",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"477",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"478",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"479",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"480",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"481",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"482",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"483",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"484",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"485",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"486",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"487",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"488",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"489",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"490",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"491",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"492",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"493",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"494",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"495",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"496",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"497",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"498",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"499",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"500",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"501",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"502",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"503",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"504",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"505",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"506",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"507",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"508",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"509",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"510",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"511",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"512",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"513",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"514",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"515",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"516",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"517",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"518",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"519",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"520",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"521",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"522",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"523",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"524",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"525",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"526",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"527",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"528",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"529",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"530",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"531",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"532",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"533",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"534",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"535",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"536",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"537",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"538",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"539",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"540",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"541",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"542",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"543",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"544",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"545",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"546",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"547",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"548",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"549",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"550",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"551",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"552",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"553",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"554",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"555",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"556",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"557",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"558",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"559",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"560",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"561",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"562",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"563",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"564",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"565",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"566",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"567",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"568",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"569",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"570",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"571",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"572",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"573",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"574",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"575",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"576",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"577",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"578",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"579",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"580",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"581",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"582",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"583",49,"","","","","","","","","","","","",""
"584",53,"","","","","","","","","","","","",""
"585",49,"","","","","","","","","","","","",""
"586",49,"","","","","","","","","","","","",""
"587",49,"","","","","","","","","","","","",""
"588",53,"","","","","","","","","","","","",""
"589",53,"","","","","","","","","","","","",""
"590",53,"","","","","","","","","","","","",""
"591",53,"","","","","","","","","","","","",""
"592",53,"","","","","","","","","","","","",""
"593",53,"","","","","","","","","","","","",""
"594",53,"","","","","","","","","","","","",""
"595",53,"","","","","","","","","","","","",""
"596",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"597",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"598",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"599",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"600",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"601",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"602",53,"","","","","","","","","","","","",""
"603",53,"","","","","","","","","","","","",""
"604",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"605",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"606",49,"","","","","","","","","","","","",""
"607",49,"","","","","","","","","","","","",""
"608",49,"","","","","","","","","","","","",""
"609",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"610",53,"","","","","","","","","","","","",""
"611",49,"","","","","","","","","","","","",""
"612",51,"2019-01-08 17:17:29","","","","","","","","","","","",""
"613",51,"2019-01-08 17:17:29","","","","","","","","","","","",""
"614",51,"2019-01-08 17:17:29","","","","","","","","","","","",""
"615",153,"2019-01-09 09:49:14","","","","","","","","","","","",""
"616",154,"2019-01-09 10:23:04","","","","","","","","","","","",""
"617",154,"2019-01-09 10:23:04","","","","","","","","","","","",""
"618",153,"2019-01-09 09:49:14","","","","","","","","","","","",""
"619",153,"2019-01-09 09:49:14","","","","","","","","","","","",""
"620",155,"2019-01-09 11:28:07","","","","","","","","","","","",""
"621",155,"2019-01-09 11:28:07","","","","","","","","","","","",""
"622",155,"2019-01-09 11:28:07","","","","","","","","","","","",""
"623",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"624",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"625",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"626",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"627",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"628",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"629",51,"2019-01-08 17:17:29","","","","","","","","","","","",""
"630",51,"2019-01-08 17:17:29","","","","","","","","","","","",""
"631",51,"2019-01-08 17:17:29","","","","","","","","","","","",""
"632",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"633",51,"2019-01-08 17:17:29","","","","","","","","","","","",""
"634",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"635",159,"2019-01-09 15:30:24","","","","","","","","","","","",""
"636",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"637",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"638",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"639",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"640",159,"2019-01-09 15:30:24","","","","","","","","","","","",""
"641",160,"","","","","","","","","","","","",""
"642",160,"","","","","","","","","","","","",""
"643",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"644",156,"2019-01-09 13:45:55","","","","","","","","","","","",""
"645",161,"2019-01-09 16:36:29","","","","","","","","","","","",""
"646",160,"","","","","","","","","","","","",""
"647",160,"","","","","","","","","","","","",""
"648",160,"","","","","","","","","","","","",""
"649",160,"","","","","","","","","","","","",""
"650",163,"","","","","","","","","","","","",""
"651",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"652",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"653",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"654",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"655",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"656",46,"","","","","","","","","","","","",""
"657",161,"2019-01-09 16:36:29","","","","","","","","","","","",""
"658",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"659",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"660",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"661",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"662",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"663",169,"2019-01-09 18:06:06","","","","","","","","","","","",""
"664",118,"","","","","","","","","","","","",""
"665",169,"2019-01-09 18:06:06","","","","","","","","","","","",""
"666",46,"","","","","","","","","","","","",""
"667",46,"","","","","","","","","","","","",""
"668",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"669",46,"","","","","","","","","","","","",""
"670",118,"","","","","","","","","","","","",""
"671",118,"","","","","","","","","","","","",""
"672",118,"","","","","","","","","","","","",""
"673",118,"","","","","","","","","","","","",""
"674",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"675",46,"","","","","","","","","","","","",""
"676",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"677",46,"","","","","","","","","","","","",""
"678",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"679",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"680",169,"2019-01-09 18:06:06","","","","","","","","","","","",""
"681",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"682",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"683",174,"2019-01-10 10:08:38","","","","","","","","","","","",""
"684",175,"2019-01-10 11:35:42","","","","","","","","","","","",""
"685",174,"2019-01-10 10:08:38","","","","","","","","","","","",""
"686",174,"2019-01-10 10:08:38","","","","","","","","","","","",""
"687",176,"2019-01-10 11:40:10","","","","","","","","","","","",""
"688",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"689",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"690",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"691",177,"2019-01-10 12:01:06","","","","","","","","","","","",""
"692",178,"","","","","","","","","","","","",""
"693",177,"2019-01-10 12:01:06","","","","","","","","","","","",""
"694",179,"2019-01-10 13:10:45","","","","","","","","","","","",""
"695",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"696",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"697",179,"2019-01-10 13:10:45","","","","","","","","","","","",""
"698",181,"2019-01-10 15:06:27","","","","","","","","","","","",""
"699",181,"2019-01-10 15:06:27","","","","","","","","","","","",""
"700",178,"","","","","","","","","","","","",""
"701",178,"","","","","","","","","","","","",""
"702",45,"2019-01-09 17:23:52","","","","","","","","","","","",""
"703",178,"","","","","","","","","","","","",""
"704",178,"","","","","","","","","","","","",""
"705",178,"","","","","","","","","","","","",""
"706",178,"","","","","","","","","","","","",""
"707",178,"","","","","","","","","","","","",""
"708",178,"","","","","","","","","","","","",""
"709",178,"","","","","","","","","","","","",""
"710",178,"","","","","","","","","","","","",""
"711",178,"","","","","","","","","","","","",""
"712",178,"","","","","","","","","","","","",""
"713",178,"","","","","","","","","","","","",""
"714",178,"","","","","","","","","","","","",""
"715",178,"","","","","","","","","","","","",""
"716",187,"2019-01-10 17:38:18","","","","","","","","","","","",""
"717",188,"2019-01-10 17:38:43","","","","","","","","","","","",""
"718",187,"2019-01-10 17:38:18","","","","","","","","","","","",""
"719",188,"2019-01-10 17:38:43","","","","","","","","","","","",""
"720",188,"2019-01-10 17:38:43","","","","","","","","","","","",""
"721",178,"","","","","","","","","","","","",""
"722",190,"2019-01-10 18:11:45","","","","","","","","","","","",""
"723",190,"2019-01-10 18:11:45","","","","","","","","","","","",""
"724",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"725",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"726",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"727",178,"","","","","","","","","","","","",""
"728",178,"","","","","","","","","","","","",""
"729",178,"","","","","","","","","","","","",""
"730",178,"","","","","","","","","","","","",""
"731",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"732",178,"","","","","","","","","","","","",""
"733",178,"","","","","","","","","","","","",""
"734",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"735",178,"","","","","","","","","","","","",""
"736",178,"","","","","","","","","","","","",""
"737",191,"2019-01-10 19:48:10","","","","","","","","","","","",""
"738",193,"2019-01-10 21:36:53","","","","","","","","","","","",""
"739",193,"2019-01-10 21:36:53","","","","","","","","","","","",""
"740",194,"2019-01-10 23:09:58","","","","","","","","","","","",""
"741",195,"2019-01-10 23:21:12","","","","","","","","","","","",""
"742",194,"2019-01-10 23:09:58","","","","","","","","","","","",""
"743",194,"2019-01-10 23:09:58","","","","","","","","","","","",""
"744",194,"2019-01-10 23:09:58","","","","","","","","","","","",""
"745",195,"2019-01-10 23:21:12","","","","","","","","","","","",""
"746",195,"2019-01-10 23:21:12","","","","","","","","","","","",""
"747",196,"2019-01-10 23:33:34","","","","","","","","","","","",""
"748",196,"2019-01-10 23:33:34","","","","","","","","","","","",""
"749",196,"2019-01-10 23:33:34","","","","","","","","","","","",""
"750",178,"","","","","","","","","","","","",""
"751",178,"","","","","","","","","","","","",""
"752",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"753",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"754",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"755",197,"2019-01-11 10:58:29","","","","","","","","","","","",""
"756",198,"2019-01-11 10:59:49","","","","","","","","","","","",""
"757",199,"2019-01-11 11:01:19","","","","","","","","","","","",""
"758",200,"2019-01-11 11:06:08","","","","","","","","","","","",""
"759",198,"2019-01-11 10:59:49","","","","","","","","","","","",""
"760",198,"2019-01-11 10:59:49","","","","","","","","","","","",""
"761",199,"2019-01-11 11:01:19","","","","","","","","","","","",""
"762",199,"2019-01-11 11:01:19","","","","","","","","","","","",""
"763",200,"2019-01-11 11:06:08","","","","","","","","","","","",""
"764",200,"2019-01-11 11:06:08","","","","","","","","","","","",""
"765",197,"2019-01-11 10:58:29","","","","","","","","","","","",""
"766",197,"2019-01-11 10:58:29","","","","","","","","","","","",""
"767",201,"2019-01-11 12:58:14","","","","","","","","","","","",""
"768",178,"","","","","","","","","","","","",""
"769",201,"2019-01-11 12:58:14","","","","","","","","","","","",""
"770",201,"2019-01-11 12:58:14","","","","","","","","","","","",""
"771",202,"2019-01-11 13:49:32","","","","","","","","","","","",""
"772",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"773",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"774",202,"2019-01-11 13:49:32","","","","","","","","","","","",""
"775",202,"2019-01-11 13:49:32","","","","","","","","","","","",""
"776",202,"2019-01-11 13:49:32","","","","","","","","","","","",""
"777",203,"2019-01-11 14:27:06","","","","","","","","","","","",""
"778",204,"","","","","","","","","","","","",""
"779",205,"","","","","","","","","","","","",""
"780",203,"2019-01-11 14:27:06","","","","","","","","","","","",""
"781",203,"2019-01-11 14:27:06","","","","","","","","","","","",""
"782",204,"","","","","","","","","","","","",""
"783",204,"","","","","","","","","","","","",""
"784",205,"","","","","","","","","","","","",""
"785",205,"","","","","","","","","","","","",""
"786",206,"2019-01-11 15:02:51","","","","","","","","","","","",""
"787",207,"2019-01-11 15:42:22","","","","","","","","","","","",""
"788",179,"2019-01-10 13:10:45","","","","","","","","","","","",""
"789",179,"2019-01-10 13:10:45","","","","","","","","","","","",""
"790",207,"2019-01-11 15:42:22","","","","","","","","","","","",""
"791",207,"2019-01-11 15:42:22","","","","","","","","","","","",""
"792",179,"2019-01-10 13:10:45","","","","","","","","","","","",""
"793",179,"2019-01-10 13:10:45","","","","","","","","","","","",""
"794",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"795",208,"2019-01-11 18:34:58","","","","","","","","","","","",""
"796",208,"2019-01-11 18:34:58","","","","","","","","","","","",""
"797",208,"2019-01-11 18:34:58","","","","","","","","","","","",""
"798",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"799",209,"2019-01-11 20:09:20","","","","","","","","","","","",""
"800",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"801",180,"2019-01-10 13:13:14","","","","","","","","","","","",""
"802",209,"2019-01-11 20:09:20","","","","","","","","","","","",""
"803",209,"2019-01-11 20:09:20","","","","","","","","","","","",""
"804",210,"2019-01-12 03:56:46","","","","","","","","","","","",""
"805",210,"2019-01-12 03:56:46","","","","","","","","","","","",""
"806",210,"2019-01-12 03:56:46","","","","","","","","","","","",""
"807",211,"2019-01-12 16:33:55","","","","","","","","","","","",""
"808",178,"","","","","","","","","","","","",""
"809",178,"","","","","","","","","","","","",""
"810",178,"","","","","","","","","","","","",""
"811",212,"2019-01-13 17:12:39","","","","","","","","","","","",""
"812",212,"2019-01-13 17:12:39","","","","","","","","","","","",""
"813",212,"2019-01-13 17:12:39","","","","","","","","","","","",""
"814",213,"2019-01-14 09:35:26","","","","","","","","","","","",""
