,Unnamed: 0,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence,tempo,liveness,genre
4240,4240,Meeting Across The River,Bruce Springsteen,22wGmrE8HQZHvHC44n7Htm,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,1953,1904,0.8190000000000001,0.46399999999999997,196707,0.29,0.000136,-10.384,0.0279,0.256,104.65899999999999,0.175,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
4241,4241,All Star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,1313,815,0.0395,0.731,200373,0.867,0.0,-5.881,0.032,0.7759999999999999,104.01899999999999,0.0861,"['alternative rock', 'pop rock']"
4242,4242,Transmission,Joy Division,4C6EiqM9UPYbWIj2vZ5gR8,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0.0355,0.49700000000000005,215148,0.8079999999999999,0.43700000000000006,-8.088,0.0388,0.6829999999999999,153.561,0.0966,0
4243,4243,All Apologies,Nirvana,1Ic9pKxGSJGM0LKeqf6lGe,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,1909,1939,0.0793,0.446,233173,0.632,0.000266,-12.197000000000001,0.034,0.359,113.176,0.0881,"['alternative rock', 'grunge', 'permanent wave', 'rock']"
4244,4244,Beautiful People,Marilyn Manson,2aIB1CdRRG7YLBu9hNw9nR,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,1699,0,0.000779,0.621,218827,0.8340000000000001,0.456,-10.068,0.0557,0.937,143.97299999999998,0.0611,"['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']"
4245,4245,Southern Man,Neil Young,4Lz33Oi0UQ6SECXsT80Tx2,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,1847,1884,0.392,0.373,331173,0.5710000000000001,0.0476,-9.186,0.0334,0.6559999999999999,161.874,0.126,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']"
4246,4246,Try (just A Little Bit Harder),Janis Joplin,1y6KBuPwQFqPuXj4iin6kv,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,0,0,0.35100000000000003,0.622,235493,0.862,0.018000000000000002,-10.116,0.1,0.47100000000000003,110.43299999999999,0.102,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']"
4247,4247,Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,1134,1193,0.0281,0.46799999999999997,212107,0.627,7.97e-06,-5.085,0.0476,0.159,179.642,0.11,['electro house']
4248,4248,Ocean of Night,Editors,4vFVZyn6RdvrXpeEqsTas6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1705,1865,0.0244,0.5670000000000001,305489,0.6659999999999999,0.251,-9.647,0.0298,0.251,106.001,0.107,"['alternative dance', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock']"
4249,4249,Lovesong,Cure,2mIrfke7vosXAEWfz6ucyo,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,1916,1969,0.326,0.611,208267,0.7909999999999999,0.862,-7.7,0.0286,0.856,140.12,0.217,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']"
4250,4250,Crystal Ship,Doors,0gWvVB4bGvADocoPMEDy3K,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,0.797,0.313,152000,0.42,2.35e-06,-9.806000000000001,0.0303,0.33899999999999997,178.71099999999998,0.126,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']"
4251,4251,Atmosphere,Joy Division,0NBgmP6Yg5xZYsnIZ0pGdo,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,1870,1819,0.165,0.565,250413,0.467,0.284,-10.078,0.0303,0.426,120.17,0.0808,"['alternative rock', 'art rock', 'dance rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']"
4252,4252,Never Alone,2 Brothers on the 4th Floor,4cqiLvFRDuV8ClE61eMmZx,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,1838,1929,0.0727,0.6970000000000001,252072,0.9159999999999999,0.000333,-4.512,0.0592,0.767,128.002,0.615,"['bubblegum dance', 'eurodance', 'europop', 'happy hardcore', 'hip house']"
4253,4253,A Slow Song,Joe Jackson,70vRVhygf1hbTcavKMesph,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,1671,1783,0.0547,0.299,421600,0.526,0.0,-8.33,0.0299,0.147,174.918,0.0672,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'folk', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'pub rock', 'rock', 'soft rock', 'sophisti-pop']"
4254,4254,I Predict A Riot,Kaiser Chiefs,75D3n6wnFQmu1HVmLAlWM4,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1763,0,0.0243,0.395,233187,0.9790000000000001,0.0,-3.241,0.0766,0.41,158.842,0.12,"['alternative rock', 'dance-punk', 'modern rock', 'rock']"
4255,4255,Can't Feel My Face,The Weeknd,22VdIZQfgXJea34mQxlt81,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,0,0.113,0.705,213520,0.769,0.0,-5.526,0.0425,0.583,107.949,0.105,"['canadian contemporary r&b', 'canadian pop', 'pop']"
4256,4256,I Love You Like I Love Myself,Herman Brood & His Wild Romance,5FVb1IK12Fgn2bI9gfvSWH,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1973,1756,0.00978,0.507,214533,0.823,0.0,-6.4079999999999995,0.0496,0.8809999999999999,146.923,0.35,"['dutch indie', 'dutch pop', 'dutch rock', 'nederpop']"
4257,4257,I Can't Tell You Why,Eagles,02BsTeJE4q5gWOTt58ur5U,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1902,0,0.69,0.7070000000000001,295050,0.34600000000000003,0.145,-12.397,0.0251,0.49,85.094,0.1,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
4258,4258,Politik,Coldplay,0u35Dpz37TY2M2j20RUdMf,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1547,1670,0.0364,0.262,318627,0.48200000000000004,0.00018899999999999999,-7.75,0.0294,0.063,170.968,0.11,"['permanent wave', 'pop']"
4259,4259,Shape Of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,205,0.581,0.825,233713,0.652,0.0,-3.1830000000000003,0.0802,0.9309999999999999,95.977,0.0931,"['pop', 'uk pop']"
4260,4260,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,85,0.163,0.599,263400,0.44799999999999995,0.0,-6.312,0.0232,0.168,95.05,0.106,"['pop', 'uk pop']"
4261,4261,Castle On The Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,341,0.0232,0.461,261154,0.8340000000000001,1.1400000000000001e-05,-4.868,0.0989,0.47100000000000003,135.007,0.14,"['pop', 'uk pop']"
4262,4262,What About Us,Pink,3yUA3OY2hi8myRQ3cL5rnB,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,274,0.16,0.39,220747,0.428,0.11599999999999999,-10.664000000000001,0.0283,0.10400000000000001,93.44,0.0918,0
4263,4263,Amigo,Chef'Special,6lAqwGwFzQ44SrODqr0NmQ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,506,0.00834,0.5589999999999999,180133,0.922,0.0,-4.5969999999999995,0.0504,0.638,145.0,0.35600000000000004,"['dutch indie', 'dutch pop', 'dutch rock', 'folk-pop']"
4264,4264,Everything Now,Arcade Fire,7KsZHCfOitA5V9oQYVdltG,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,563,0.0017100000000000001,0.5479999999999999,303013,0.865,0.000449,-5.325,0.0302,0.61,116.046,0.457,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
4265,4265,Whiskey In The Jar,Metallica,2R6UrJ8uWbSIiHWmvRQvN8,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,402,5.6e-06,0.511,304693,0.97,0.0013599999999999999,-3.72,0.0414,0.5660000000000001,132.986,0.18,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
4266,4266,Mutter,Rammstein,7jfZybgHr6yzp4iuMS2K8u,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,523,0.0152,0.491,268600,0.616,0.00045,-6.53,0.0349,0.0824,116.145,0.125,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
4267,4267,Something Just Like This,Chainsmokers & Coldplay,6RUKPb4LETWmmr3iAEQktW,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,593,0.0498,0.617,247160,0.635,1.4400000000000001e-05,-6.769,0.0317,0.446,103.01899999999999,0.16399999999999998,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
4268,4268,Cold Little Heart,Michael Kiwanuka,7KX65PC1UZuImsUInThbav,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,91,0.35700000000000004,0.629,210300,0.58,0.00035299999999999996,-6.207999999999999,0.0278,0.655,110.264,0.436,"['british soul', 'funk', 'neo soul', 'psychedelic soul', 'soul']"
4269,4269,In The Blood,John Mayer,77Y57qRJBvkGCUw9qs0qMg,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,592,0.386,0.546,243667,0.657,1.0300000000000001e-05,-6.526,0.0255,0.52,80.007,0.0983,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
4270,4270,Zoutelande,Bløf ft. Geike,7MOX3ibncypw3xGb4HZVFA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,31,0.223,0.67,223267,0.6409999999999999,2.42e-05,-7.1979999999999995,0.0285,0.8909999999999999,129.016,0.141,"['dutch pop', 'dutch rock']"
4271,4271,Sign Of The Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,579,0.0275,0.516,340707,0.595,0.0,-4.63,0.0313,0.222,119.97200000000001,0.109,"['pop', 'post-teen pop']"
4272,4272,Thunder,Imagine Dragons,2HrUbpOtZddmnvGd8iflL3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,458,0.00866,0.601,187147,0.8240000000000001,0.17300000000000001,-4.757,0.0474,0.24600000000000002,167.965,0.155,0
4273,4273,The Unforgiven II ,Metallica,6nswV1Lz3OZkaiCJfmVUOa,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,754,0.00055,0.49700000000000005,396440,0.89,0.0012900000000000001,-4.559,0.0445,0.249,133.047,0.255,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
4274,4274,Sorry,Nothing But Thieves,6rAXHPd18PZ6W8m9EectzH,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,546,0.0024,0.6659999999999999,214707,0.7759999999999999,4.51e-05,-4.535,0.0281,0.518,128.009,0.134,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']"
4275,4275,Praying For Time,George Michael,7CgRXXie9XIxVSkpKi40ID,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,1315,0.0471,0.581,280981,0.622,0.0162,-14.878,0.0354,0.257,127.814,0.0915,"['dance rock', 'new wave pop', 'soft rock']"
4276,4276,Water Under The Bridge,Adele,7xfzwPasShmaPL7gB7va3J,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,943,0.0142,0.59,240439,0.833,5.35e-06,-6.502999999999999,0.0615,0.537,94.963,0.105,"['british soul', 'pop', 'pop soul', 'uk pop']"
4277,4277,Kom Terug,Spinvis,4ovxUTMs3Mi7ntZS2tJojk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,819,0.0149,0.501,230827,0.725,0.000492,-5.6370000000000005,0.0257,0.233,97.001,0.204,"['dutch indie', 'dutch pop', 'dutch rock']"
4278,4278,Mary Jane's Last Dance,Tom Petty & The Heartbreakers,3dmqIB2Qxe2XZobw9gXxJ6,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,1480,0.0272,0.46399999999999997,273600,0.655,1.34e-06,-9.058,0.0608,0.531,169.515,0.32799999999999996,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
4279,4279,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,336,0.0622,0.7759999999999999,204347,0.78,0.0,-4.374,0.128,0.6659999999999999,124.949,0.081,"['modern rock', 'pop', 'rock']"
4280,4280,One More Light,Linkin Park,3xXBsjrbG1xQIm1xv1cKOt,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,653,0.904,0.593,255067,0.2,0.0,-11.062999999999999,0.0311,0.17,83.96600000000001,0.0897,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
4281,4281,This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1477,0.7120000000000001,0.677,232852,0.401,0.0,-8.467,0.0308,0.195,111.825,0.11599999999999999,"['dance pop', 'pop', 'post-teen pop']"
4282,4282,The Less I Know The Better,Tame Impala,6K4t31amVTZDgR3sKmwUJJ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,1063,0.0115,0.64,216320,0.74,0.00678,-4.083,0.0284,0.785,116.87899999999999,0.16699999999999998,"['australian psych', 'neo-psychedelic']"
4283,4283,Learning To Fly,Tom Petty & The Heartbreakers,17S4XrLvF5jlGvGCJHgF51,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,1291,0.20600000000000002,0.6509999999999999,242107,0.7659999999999999,0.00103,-9.935,0.0299,0.9490000000000001,116.74,0.36200000000000004,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
4284,4284,Magnificent (She Says),Elbow,7MNAi4I7teNgzuVMe0HPZg,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,1449,0.192,0.51,264987,0.8640000000000001,7.8e-05,-7.251,0.0518,0.39,92.055,0.0586,"['britpop', 'chamber pop', 'indie rock', 'modern rock', 'rock']"
4285,4285,The Greatest,Sia,7xHWNBFm6ObGEQPaUxHuKO,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,1542,0.0102,0.6679999999999999,210227,0.725,0.000479,-6.127000000000001,0.266,0.7290000000000001,191.94400000000002,0.0561,"['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']"
4286,4286,Up&Up,Coldplay,5WHTFyqSii0lmT9R21abT8,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,1413,0.29600000000000004,0.674,178480,0.8809999999999999,3.01e-06,-2.853,0.147,0.23399999999999999,98.994,0.0793,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']"
4287,4287,Despacito,Luis Fonsi ft. Daddy Yankee,6habFhsOp2NvshLv26DqMb,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,1391,0.198,0.655,229360,0.797,0.0,-4.787,0.153,0.8390000000000001,177.928,0.067,"['latin', 'latin pop', 'puerto rican pop', 'tropical']"
4288,4288,Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402,221,0.0046,0.496,185587,0.863,0.0,-4.1530000000000005,0.0381,0.243,110.01799999999999,0.639,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
4289,4289,Feeling Good,Muse,5PK1JCSdr34gWgzYHgt3Jq,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431,1364,0.299,0.345,198800,0.418,1.75e-05,-7.787000000000001,0.0316,0.267,109.044,0.10300000000000001,"['modern rock', 'permanent wave', 'rock']"
4290,4290,Try Again,Chef'Special,6dp3XPQJuC7qP7TaEFVgL5,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,0.0807,0.797,284000,0.622,0.0,-5.642,0.29,0.731,93.02,0.0841,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
4291,4291,Be The One,Dua Lipa,1ixphys4A3NEXp6MDScfih,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,1520,0.11699999999999999,0.6609999999999999,202915,0.6509999999999999,1.32e-05,-3.7710000000000004,0.0499,0.368,87.46,0.055999999999999994,"['dance pop', 'pop', 'pop dance', 'uk pop']"
4292,4292,Children,Robert Miles,3LMH3VdtWuNhAhgwQhD79g,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,1623,0.000352,0.61,242000,0.8240000000000001,0.782,-7.81,0.0339,0.466,137.056,0.0648,0
4293,4293,Iederene Hef Een Reden,Bökkers,4r2Hbm3U21VczAujZvMNUa,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,1303,0.561,0.569,185243,0.612,0.0,-8.532,0.0361,0.684,108.493,0.10400000000000001,"['dutch rock', 'streektaal']"
4294,4294,Leef,André Hazes Jr.,4lBkLeU6LNgWzfbWPGm1c9,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,152,0.282,0.6729999999999999,217903,0.727,0.0,-6.587000000000001,0.0401,0.782,121.016,0.17800000000000002,['dutch pop']
4295,4295,Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,691,0.0735,0.624,170827,0.8759999999999999,0.0,-3.3739999999999997,0.1,0.7809999999999999,99.943,0.327,"['pop', 'uk pop']"
4296,4296,Long Way Back,Young Gun Silver Fox,4wF2U8YJuzhr0f7TEcZOIX,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,0.0389,0.444,326306,0.45299999999999996,0.0116,-7.736000000000001,0.028999999999999998,0.146,130.153,0.121,['yacht rock']
4297,4297,I Feel It Coming,The Weeknd ft. Daft Punk,1vLXUO1yOOTci9ZqTk1kD3,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,1516,0.0212,0.6,276452,0.634,0.040999999999999995,-9.027000000000001,0.0523,0.391,186.071,0.11599999999999999,['karaoke']
4298,4298,Love And Hate,Michael Kiwanuka,7oOEFDLSQscl0uGulnIEmG,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,1598,0.157,0.278,427093,0.494,0.000407,-7.853,0.028999999999999998,0.527,169.66099999999997,0.17300000000000001,"['british soul', 'funk', 'neo soul', 'psychedelic soul', 'soul']"
4299,4299,Amsterdam,Nothing But Thieves,454I78HEySdcHE8fcVabTb,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,636,0.00403,0.511,272240,0.934,3.54e-05,-4.561,0.242,0.6679999999999999,168.06099999999998,0.242,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']"
4300,4300,Nur Getraumt,Nena,27DEhFC0G2olRFgCTksnfw,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,1543,0.0718,0.544,220173,0.797,1.63e-06,-8.502,0.0309,0.885,177.188,0.0785,"['german pop', 'german rock', 'new wave pop']"
4301,4301,In The Name Of Love,Martin Garrix & Bebe Rexha,23L5CiUhw2jV1OIMwthR3S,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,1835,0.109,0.501,195707,0.519,0.0,-5.88,0.0409,0.168,133.99,0.45399999999999996,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']"
4302,4302,I Won't Back Down,Tom Petty,7gSQv1OHpkIoAdUiRLdmI6,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,0,0.0504,0.765,178360,0.47600000000000003,2.76e-06,-13.487,0.0329,0.965,114.02,0.165,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
4303,4303,Mad World,Tears For Fears,0Qv7xi6uPSqH2k82tOkGSt,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,1971,0.0709,0.647,215400,0.8959999999999999,0.0505,-5.949,0.0509,0.953,118.729,0.0614,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
4304,4304,Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,1966,0.695,0.358,211467,0.557,0.0,-7.398,0.059000000000000004,0.494,85.04299999999999,0.0902,"['pop', 'talent show', 'uk pop']"
4305,4305,Make It Wit Chu,Queens Of The Stone Age,6GyDY0yE47rfk8pcuKhioh,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,1426,0.413,0.708,290493,0.828,0.00010400000000000001,-5.2860000000000005,0.0286,0.505,91.977,0.12,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']"
4306,4306,Sunny Days,Armin van Buuren ft. Josh Cumbee,6RrUUleT9JI0KQHZYBdJMB,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,846,0.00919,0.631,210125,0.71,0.00577,-7.09,0.031,0.243,115.007,0.139,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']"
4307,4307,Way Down We Go,Kaleo,0y1QJc3SJVPKJ1OvFmFqe6,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1877,1725,0.579,0.489,213707,0.505,0.000333,-8.022,0.11699999999999999,0.337,163.255,0.10400000000000001,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']"
4308,4308,Club Tropicana,Wham,6tASfEUyB7lE2r6DLzURji,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891,1846,0.0291,0.6579999999999999,265600,0.7140000000000001,5.6999999999999996e-05,-9.247,0.0521,0.8059999999999999,117.27600000000001,0.6509999999999999,"['dance pop', 'dance rock', 'disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
4309,4309,Lost On You,LP,3SqvR3HYLlCTYzbDXJ52OC,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,1807,0.1,0.433,268105,0.7240000000000001,0.0,-6.126,0.0372,0.6890000000000001,174.00599999999997,0.0918,"['la pop', ""women's music""]"
4310,4310,Everybody's Free (To Wear Sunscreen),Baz Luhrman,1TQ6a2NEA8LmKfgf0yeBvT,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0.639,0.8270000000000001,309133,0.526,8.2e-06,-13.365,0.363,0.8009999999999999,91.552,0.391,0
4311,4311,Black Magic Woman,Fleetwood Mac,2SL0h7FKhJ1O5DcvmvPqU5,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,1782,0.0563,0.552,166653,0.44299999999999995,0.000173,-9.113,0.0453,0.5429999999999999,129.888,0.0864,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
4312,4312,Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,1554,0.0417,0.8009999999999999,163253,0.795,0.000113,-5.115,0.0504,0.754,79.028,0.0717,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']"
4313,4313,Chained To The Rhythm,Katy Perry ft. Skip Marley,7qvxFz3JodM0A7xEM7k3YD,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,0,0.0814,0.562,237733,0.8,0.0,-5.404,0.11199999999999999,0.47100000000000003,95.029,0.19899999999999998,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
4314,4314,Human Behaviour,Björk,6Kz3o55LxMA11GbvFXHFtX,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0.0443,0.687,252360,0.635,0.0252,-14.667,0.0365,0.546,109.448,0.0963,"['alternative dance', 'art pop', 'chamber psych', 'dance pop', 'electronica', 'electropop', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'metropopolis', 'permanent wave', 'trip hop']"
4315,4315,Baby Can I Hold You,Tracy Chapman,2DjWsDGgL1xNbhnr7f6t5F,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1244,0.0811,0.6920000000000001,193120,0.42200000000000004,0.0,-10.533,0.0333,0.46799999999999997,74.375,0.0848,"['folk', 'lilith', 'pop rock', 'singer-songwriter', ""women's music""]"
4316,4316,Whatever It Takes,Imagine Dragons,6Qn5zhYkTa37e91HC1D7lb,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,360,0.0362,0.672,201240,0.655,0.0,-5.021,0.0311,0.556,134.945,0.11699999999999999,"['modern rock', 'pop', 'rock']"
4317,4317,Don't Let Me Down,Beatles,3evG0BIqEFMMP7lVJh1cSf,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0,0.568,0.593,215733,0.289,0.0008289999999999999,-11.049000000000001,0.0259,0.733,77.119,0.0928,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
