2307	110	17	0.07
2310	110	20	0.02
2313	111	2	0.58
2320	111	9	0.01
2322	111	11	0.05
2324	111	13	0.36
2345	112	13	0.07
2346	112	14	0.26
2349	112	17	0.63
2352	112	20	0.03
2366	113	13	0.01
2367	113	14	0.97
2368	113	15	0.01
2372	113	19	0.01
2376	114	2	0.10
2386	114	12	0.03
2387	114	13	0.30
2389	114	15	0.07
2392	114	18	0.45
2393	114	19	0.05
2396	115	1	0.95
2410	115	15	0.03
2415	115	20	0.02
2428	116	12	0.03
2429	116	13	0.30
2430	116	14	0.53
2431	116	15	0.05
2434	116	18	0.08
2437	117	0	0.03
2439	117	2	0.12
2448	117	11	0.01
2449	117	12	0.07
2450	117	13	0.42
2452	117	15	0.12
2455	117	18	0.16
2456	117	19	0.08
2458	118	0	0.42
2465	118	7	0.45
2468	118	10	0.01
2470	118	12	0.01
2472	118	14	0.10
2475	118	17	0.01
2482	119	3	1.00
2503	120	3	1.00
2525	121	4	0.15
2541	121	20	0.85
2546	122	4	0.02
2551	122	9	0.97
2557	122	15	0.01
2572	123	9	0.02
2573	123	10	0.95
2574	123	11	0.02
2593	124	9	0.05
2599	124	15	0.73
2604	124	20	0.22
2607	125	2	0.57
2614	125	9	0.01
2616	125	11	0.08
2618	125	13	0.31
2619	125	14	0.01
2620	125	15	0.02
2628	126	2	0.03
2636	126	10	0.88
2646	126	20	0.08
2651	127	4	0.02
2656	127	9	0.97
2667	127	20	0.01
2670	128	2	0.13
2679	128	11	0.02
2681	128	13	0.02
2682	128	14	0.47
2688	128	20	0.35
2698	129	9	0.03
2704	129	15	0.85
2709	129	20	0.11
2712	130	2	0.08
2718	130	8	0.79
2719	130	9	0.03
2721	130	11	0.10
2723	130	13	0.01
2733	131	2	0.38
2746	131	15	0.14
2750	131	19	0.48
2765	132	13	0.02
2766	132	14	0.79
2767	132	15	0.01
2770	132	18	0.16
2772	132	20	0.01
2773	133	0	0.62
2783	133	10	0.17
2784	133	11	0.01
2785	133	12	0.01
2786	133	13	0.19
2796	134	2	0.94
2803	134	9	0.01
2805	134	11	0.05
2807	134	13	0.01
2817	135	2	0.33
2825	135	10	0.65
2826	135	11	0.02
2838	136	2	0.38
2845	136	9	0.02
2847	136	11	0.23
2849	136	13	0.01
2856	136	20	0.36
2867	137	10	0.85
2872	137	15	0.11
2876	137	19	0.03
2885	138	7	0.94
2888	138	10	0.02
2891	138	13	0.03
2898	138	20	0.01
2902	139	3	1.00
2928	140	8	0.02
2933	140	13	0.04
2934	140	14	0.01
2937	140	17	0.94
2948	141	7	0.92
2951	141	10	0.04
2961	141	20	0.04
2966	142	4	1.00
2991	143	8	0.30
2992	143	9	0.01
2996	143	13	0.69
3013	144	9	0.97
3019	144	15	0.03
3036	145	11	0.01
3037	145	12	0.04
3038	145	13	0.58
3039	145	14	0.30
3040	145	15	0.04
3043	145	18	0.03
3055	146	9	0.02
3056	146	10	0.43
3066	146	20	0.55
3071	147	4	0.04
3076	147	9	0.93
3078	147	11	0.03
3090	148	2	0.97
3092	148	4	0.01
3097	148	9	0.02
3111	149	2	0.42
3119	149	10	0.58
3130	150	0	0.94
3140	150	10	0.01
3142	150	12	0.01
3143	150	13	0.02
3145	150	15	0.01
3148	150	18	0.01
3160	151	9	0.13
3162	151	11	0.16
3163	151	12	0.66
3166	151	15	0.04
3184	152	12	0.01
3186	152	14	0.94
3187	152	15	0.04
3200	153	7	0.93
3203	153	10	0.01
3210	153	17	0.04
3213	153	20	0.01
3216	154	2	0.27
3229	154	15	0.01
3233	154	19	0.70
3234	154	20	0.02
3244	155	9	0.01
3250	155	15	0.99
3260	156	4	0.02
3267	156	11	0.96
3269	156	13	0.02
3279	157	2	0.88
3281	157	4	0.01
3286	157	9	0.12
3306	158	8	0.07
3310	158	12	0.06
3311	158	13	0.02
3313	158	15	0.01
3316	158	18	0.83
3321	159	2	0.10
3331	159	12	0.04
3332	159	13	0.28
3334	159	15	0.05
3337	159	18	0.48
3338	159	19	0.05
3342	160	2	0.01
3348	160	8	0.01
3353	160	13	0.10
3354	160	14	0.85
3358	160	18	0.03
3360	160	20	0.01
3361	161	0	0.82
3371	161	10	0.01
3374	161	13	0.02
3376	161	15	0.01
3379	161	18	0.12
3380	161	19	0.01
3391	162	9	0.03
3393	162	11	0.04
3394	162	12	0.93
3411	163	8	0.44
3412	163	9	0.08
3414	163	11	0.31
3416	163	13	0.17
3424	164	0	0.86
3432	164	8	0.01
3437	164	13	0.01
3438	164	14	0.04
3439	164	15	0.01
3442	164	18	0.07
3445	165	0	0.06
3455	165	10	0.10
3457	165	12	0.08
3458	165	13	0.07
3460	165	15	0.02
3463	165	18	0.66
3468	166	2	0.01
3474	166	8	0.26
3475	166	9	0.26
3477	166	11	0.48
3490	167	3	1.00
3510	168	2	0.10
3520	168	12	0.02
3522	168	14	0.24
3523	168	15	0.46
3527	168	19	0.11
3528	168	20	0.06
3532	169	3	1.00
3558	170	8	0.28
3562	170	12	0.12
3563	170	13	0.29
3565	170	15	0.17
3568	170	18	0.14
3573	171	2	0.14
3582	171	11	0.01
3583	171	12	0.13
3584	171	13	0.40
3586	171	15	0.15
3589	171	18	0.04
3590	171	19	0.12
3600	172	8	0.08
3604	172	12	0.02
3610	172	18	0.88
3611	172	19	0.01
3615	173	2	0.15
3621	173	8	0.80
3622	173	9	0.02
3624	173	11	0.03
3643	174	9	0.94
3649	174	15	0.06
3657	175	2	0.14
3666	175	11	0.01
3667	175	12	0.09
3668	175	13	0.41
3670	175	15	0.25
3673	175	18	0.02
3674	175	19	0.09
3678	176	2	0.01
3684	176	8	0.09
3689	176	13	0.47
3690	176	14	0.30
3691	176	15	0.03
3694	176	18	0.10
3699	177	2	0.10
3706	177	9	0.01
3708	177	11	0.30
3709	177	12	0.51
3710	177	13	0.01
3712	177	15	0.01
3716	177	19	0.06
3721	178	3	1.00
3741	179	2	0.73
3748	179	9	0.10
3750	179	11	0.16
3762	180	2	0.01
3771	180	11	0.01
3773	180	13	0.97
3783	181	2	0.41
3785	181	4	0.01
3790	181	9	0.58
3805	182	3	1.00
3831	183	8	0.09
3835	183	12	0.05
3836	183	13	0.01
3838	183	15	0.03
3841	183	18	0.80
3842	183	19	0.01
3844	184	0	0.12
3845	184	1	0.04
3851	184	7	0.69
3854	184	10	0.01
3856	184	12	0.01
3858	184	14	0.07
3859	184	15	0.01
3861	184	17	0.05
3867	185	2	0.57
3874	185	9	0.03
3875	185	10	0.01
3876	185	11	0.38
3888	186	2	0.01
3894	186	8	0.92
3895	186	9	0.02
3897	186	11	0.05
3910	187	3	0.97
3926	187	19	0.03
3930	188	2	0.01
3936	188	8	0.01
3941	188	13	0.01
3942	188	14	0.83
3943	188	15	0.02
3946	188	18	0.11
3947	188	19	0.01
3958	189	9	0.01
3959	189	10	0.19
3960	189	11	0.05
3961	189	12	0.69
3962	189	13	0.01
3967	189	18	0.04
3968	189	19	0.01
3972	190	2	0.28
3979	190	9	0.01
3981	190	11	0.08
3983	190	13	0.08
3990	190	20	0.55
3994	191	3	1.00
4014	192	2	0.24
4021	192	9	0.03
4023	192	11	0.04
4024	192	12	0.03
4031	192	19	0.66
4041	193	8	0.71
4045	193	12	0.02
4046	193	13	0.18
4048	193	15	0.05
4051	193	18	0.04
4056	194	2	0.01
4062	194	8	0.26
4063	194	9	0.09
4065	194	11	0.35
4066	194	12	0.04
4072	194	18	0.24
4073	194	19	0.02
4078	195	3	1.00
4105	196	9	0.01
4107	196	11	0.03
4108	196	12	0.50
4115	196	19	0.46
4121	197	4	0.02
4126	197	9	0.07
4128	197	11	0.91
4140	198	2	0.07
4149	198	11	0.02
4150	198	12	0.15
4151	198	13	0.53
4153	198	15	0.18
4156	198	18	0.03
4157	198	19	0.02
4161	199	2	0.08
4167	199	8	0.06
4172	199	13	0.27
4173	199	14	0.04
4174	199	15	0.03
4177	199	18	0.49
4178	199	19	0.03
4182	200	2	0.49
4184	200	4	0.51
4204	201	3	1.00
4230	202	8	0.04
4235	202	13	0.05
4236	202	14	0.73
4237	202	15	0.01
4240	202	18	0.15
4245	203	2	0.04
4254	203	11	0.01
4256	203	13	0.72
4257	203	14	0.23
4267	204	3	1.00
4293	205	8	0.01
4297	205	12	0.05
4298	205	13	0.81
4300	205	15	0.08
4303	205	18	0.05
4308	206	2	0.05
4314	206	8	0.60
4315	206	9	0.03
4316	206	10	0.02
4317	206	11	0.30
4329	207	2	0.01
4335	207	8	0.02
4336	207	9	0.01
4338	207	11	0.96
4357	208	9	0.04
4358	208	10	0.52
4359	208	11	0.07
4361	208	13	0.37
4378	209	9	0.13
4380	209	11	0.09
4381	209	12	0.79
4392	210	2	0.24
4398	210	8	0.14
4399	210	9	0.08
4401	210	11	0.21
4403	210	13	0.34
4415	211	4	0.07
4420	211	9	0.93
4441	212	9	0.01
4444	212	12	0.13
4445	212	13	0.51
4447	212	15	0.35
4462	213	9	0.94
4468	213	15	0.06
4482	214	8	0.99
4485	214	11	0.01
4498	215	3	1.00
4524	216	8	0.02
4529	216	13	0.69
4530	216	14	0.29
4545	217	8	0.18
4549	217	12	0.09
4550	217	13	0.41
4552	217	15	0.27
4555	217	18	0.05
4560	218	2	0.82
4567	218	9	0.11
4569	218	11	0.06
4592	219	13	0.02
4593	219	14	0.86
4594	219	15	0.01
4597	219	18	0.09
4602	220	2	0.01
4607	220	7	0.89
4610	220	10	0.01
4613	220	13	0.06
4620	220	20	0.02
4625	221	4	0.15
4630	221	9	0.02
4641	221	20	0.82
4642	222	0	0.12
4643	222	1	0.17
4649	222	7	0.02
4650	222	8	0.01
4656	222	14	0.01
4659	222	17	0.67
4665	223	2	0.01
4671	223	8	0.01
4676	223	13	0.03
4677	223	14	0.83
4678	223	15	0.01
4681	223	18	0.06
4683	223	20	0.04
4687	224	3	1.00
4718	225	13	0.01
4719	225	14	0.97
4720	225	15	0.01
4728	226	2	0.26
4734	226	8	0.22
4735	226	9	0.06
4736	226	10	0.07
4737	226	11	0.39
4747	227	0	0.26
4749	227	2	0.16
4757	227	10	0.26
4758	227	11	0.01
4759	227	12	0.07
4760	227	13	0.07
4762	227	15	0.04
4766	227	19	0.12
4770	228	2	0.13
4776	228	8	0.14
4779	228	11	0.01
4781	228	13	0.73
4791	229	2	0.20
4800	229	11	0.02
4801	229	12	0.13
4802	229	13	0.26
4804	229	15	0.31
4808	229	19	0.08
4818	230	8	0.96
4819	230	9	0.02
4821	230	11	0.01
4840	231	9	0.01
4842	231	11	0.07
4843	231	12	0.87
4849	231	18	0.05
4854	232	2	0.11
4861	232	9	0.01
4863	232	11	0.06
4864	232	12	0.55
4867	232	15	0.03
4871	232	19	0.25
4875	233	2	0.02
4885	233	12	0.15
4886	233	13	0.11
4888	233	15	0.20
4891	233	18	0.47
4892	233	19	0.04
4898	234	4	0.03
4905	234	11	0.97
4923	235	8	0.35
4924	235	9	0.01
4927	235	12	0.06
4933	235	18	0.58
4945	236	9	0.06
4947	236	11	0.06
4948	236	12	0.65
4954	236	18	0.23
4959	237	2	0.06
4968	237	11	0.02
4970	237	13	0.91
4971	237	14	0.01
4981	238	3	1.00
5007	239	8	0.20
5009	239	10	0.04
5010	239	11	0.01
5012	239	13	0.74
5028	240	8	0.35
5029	240	9	0.21
5031	240	11	0.44
5049	241	8	0.09
5050	241	9	0.01
5052	241	11	0.01
5053	241	12	0.11
5059	241	18	0.79
5064	242	2	0.12
5073	242	11	0.03
5074	242	12	0.02
5075	242	13	0.76
5077	242	15	0.05
5081	242	19	0.01
5086	243	3	0.99
5104	244	0	0.02
5106	244	2	0.18
5114	244	10	0.04
5115	244	11	0.02
5116	244	12	0.09
5117	244	13	0.03
5119	244	15	0.01
5122	244	18	0.04
5123	244	19	0.58
5133	245	8	0.03
5137	245	12	0.01
5143	245	18	0.92
5144	245	19	0.04
5148	246	2	0.62
5155	246	9	0.11
5157	246	11	0.27
5176	247	9	0.01
5178	247	11	0.02
5179	247	12	0.45
5180	247	13	0.40
5182	247	15	0.09
5185	247	18	0.02
5196	248	8	0.42
5197	248	9	0.04
5199	248	11	0.01
5200	248	12	0.13
5206	248	18	0.41
5211	249	2	0.07
5217	249	8	0.16
5221	249	12	0.01
5222	249	13	0.43
5224	249	15	0.02
5227	249	18	0.29
5228	249	19	0.01
5234	250	4	0.09
5241	250	11	0.91
5259	251	8	0.06
5260	251	9	0.01
5262	251	11	0.93
5281	252	9	0.65
5283	252	11	0.35
5301	253	8	0.80
5302	253	9	0.04
5305	253	12	0.16
5316	254	2	0.17
5324	254	10	0.28
5325	254	11	0.03
5326	254	12	0.22
5333	254	19	0.29
5337	255	2	0.65
5344	255	9	0.01
5346	255	11	0.14
5348	255	13	0.18
5354	255	19	0.01
5356	256	0	0.48
5358	256	2	0.04
5366	256	10	0.19
5367	256	11	0.01
5368	256	12	0.06
5369	256	13	0.18
5371	256	15	0.02
5375	256	19	0.02
5385	257	8	0.03
5389	257	12	0.02
5395	257	18	0.94
5400	258	2	0.02
5406	258	8	0.01
5410	258	12	0.03
5416	258	18	0.87
5417	258	19	0.06
5424	259	5	0.18
5425	259	6	0.01
5427	259	8	0.03
5437	259	18	0.77
5448	260	8	0.07
5452	260	12	0.02
5458	260	18	0.89
5459	260	19	0.02
5465	261	4	0.01
5472	261	11	0.98
5490	262	8	0.95
5491	262	9	0.01
5493	262	11	0.04
5505	263	2	0.07
5507	263	4	0.01
5512	263	9	0.57
5518	263	15	0.01
5522	263	19	0.35
5528	264	4	0.02
5533	264	9	0.21
5535	264	11	0.77
5554	265	9	0.04
5560	265	15	0.95
5574	266	8	0.98
5577	266	11	0.01
5589	267	2	0.17
5596	267	9	0.14
5598	267	11	0.15
5599	267	12	0.37
5600	267	13	0.01
5602	267	15	0.03
5606	267	19	0.14
5616	268	8	0.06
5620	268	12	0.05
5626	268	18	0.88
5627	268	19	0.01
5638	269	9	0.53
5640	269	11	0.04
5641	269	12	0.43
5661	270	11	0.01
5662	270	12	0.03
5668	270	18	0.95
5669	270	19	0.01
5680	271	9	0.01
5682	271	11	0.23
5683	271	12	0.47
5690	271	19	0.28
5696	272	4	0.09
5701	272	9	0.49
5703	272	11	0.30
5704	272	12	0.04
5711	272	19	0.08
5721	273	8	0.94
5722	273	9	0.02
5724	273	11	0.03
5726	273	13	0.02
5736	274	2	0.02
5749	274	15	0.83
5753	274	19	0.14
5763	275	8	0.02
5767	275	12	0.01
5768	275	13	0.15
5770	275	15	0.05
5773	275	18	0.75
5774	275	19	0.01
5789	276	13	0.01
5790	276	14	0.95
5791	276	15	0.01
5794	276	18	0.02
5795	276	19	0.01
5805	277	8	0.01
5810	277	13	0.02
5811	277	14	0.72
5812	277	15	0.01
5815	277	18	0.24
5821	278	3	1.00
5843	279	4	0.01
5848	279	9	0.99
5868	280	8	0.02
5872	280	12	0.02
5878	280	18	0.96
5883	281	2	0.05
5889	281	8	0.11
5890	281	9	0.02
5891	281	10	0.47
5892	281	11	0.23
5894	281	13	0.11
5905	282	3	1.00
5925	283	2	0.09
5931	283	8	0.58
5932	283	9	0.05
5934	283	11	0.26
5941	283	18	0.01
5947	284	3	1.00
5974	285	9	0.04
5977	285	12	0.03
5980	285	15	0.83
5985	285	20	0.10
5988	286	2	0.01
5997	286	11	0.08
5998	286	12	0.54
6005	286	19	0.37
6010	287	3	1.00
6033	288	5	0.24
6034	288	6	0.02
6036	288	8	0.32
6040	288	12	0.11
6046	288	18	0.31
6058	289	9	0.02
6060	289	11	0.05
6061	289	12	0.89
6064	289	15	0.03
6078	290	8	0.10
6079	290	9	0.07
6081	290	11	0.03
6082	290	12	0.20
6088	290	18	0.60
6093	291	2	0.02
6099	291	8	0.13
6102	291	11	0.01
6104	291	13	0.84
6114	292	2	0.06
6121	292	9	0.18
6131	292	19	0.76
6141	293	8	0.01
6145	293	12	0.02
6151	293	18	0.96
6152	293	19	0.01
6156	294	2	0.87
6163	294	9	0.12
6173	294	19	0.01
6184	295	9	0.08
6185	295	10	0.01
6186	295	11	0.07
6187	295	12	0.84
6198	296	2	0.52
6205	296	9	0.02
6206	296	10	0.01
6208	296	12	0.01
6211	296	15	0.09
6215	296	19	0.35
6226	297	9	0.08
6229	297	12	0.91
6247	298	9	0.02
6249	298	11	0.01
6250	298	12	0.97
6268	299	9	0.06
6278	299	19	0.93
6286	300	6	0.95
6291	300	11	0.05
6309	301	8	0.02
6313	301	12	0.03
6319	301	18	0.93
6320	301	19	0.02
6328	302	6	0.01
6330	302	8	0.95
6331	302	9	0.02
6333	302	11	0.03
6352	303	9	0.08
6354	303	11	0.01
6355	303	12	0.19
6358	303	15	0.73
6372	304	8	0.97
6373	304	9	0.01
6375	304	11	0.02
6388	305	3	1.00
6419	306	13	0.02
6420	306	14	0.96
6421	306	15	0.01
6424	306	18	0.02
6430	307	3	1.00
6456	308	8	0.17
6457	308	9	0.04
6459	308	11	0.07
6461	308	13	0.72
6474	309	5	0.01
6477	309	8	0.37
6481	309	12	0.02
6487	309	18	0.58
6488	309	19	0.01
6499	310	9	1.00
6519	311	8	0.17
6520	311	9	0.01
6523	311	12	0.12
6529	311	18	0.70
6535	312	3	0.03
6541	312	9	0.01
6542	312	10	0.50
6547	312	15	0.46
6558	313	5	0.06
6561	313	8	0.03
6565	313	12	0.04
6571	313	18	0.87
6578	314	4	0.04
6583	314	9	0.96
6600	315	5	0.44
6601	315	6	0.01
6603	315	8	0.14
6607	315	12	0.02
6613	315	18	0.38
6624	316	8	0.69
6625	316	9	0.03
6627	316	11	0.02
6629	316	13	0.27
6639	317	2	0.45
6646	317	9	0.01
6648	317	11	0.06
6649	317	12	0.10
6650	317	13	0.02
6652	317	15	0.16
6656	317	19	0.20
6660	318	2	0.01
6667	318	9	0.36
6673	318	15	0.31
6677	318	19	0.31
6679	319	0	0.04
6681	319	2	0.10
6690	319	11	0.02
6691	319	12	0.08
6692	319	13	0.49
6694	319	15	0.17
6697	319	18	0.01
6698	319	19	0.08
6704	320	4	0.02
6709	320	9	0.04
6710	320	10	0.94
6723	321	2	0.39
6730	321	9	0.40
6732	321	11	0.03
6733	321	12	0.02
6736	321	15	0.08
6740	321	19	0.08
6744	322	2	0.53
6746	322	4	0.47
6771	323	8	0.18
6776	323	13	0.36
6777	323	14	0.27
6778	323	15	0.03
6781	323	18	0.15
6793	324	9	0.01
6796	324	12	0.97
6803	324	19	0.02
6814	325	9	0.01
6824	325	19	0.98
6834	326	8	0.97
6837	326	11	0.03
6849	327	2	0.13
6851	327	4	0.01
6856	327	9	0.18
6858	327	11	0.53
6860	327	13	0.16
6871	328	3	1.00
6894	329	5	0.01
6897	329	8	0.02
6901	329	12	0.52
6907	329	18	0.44
6919	330	9	0.18
6921	330	11	0.31
6923	330	13	0.18
6924	330	14	0.32
6935	331	4	0.01
6940	331	9	0.60
6942	331	11	0.01
6943	331	12	0.38
6950	331	19	0.01
6960	332	8	0.01
6964	332	12	0.03
6965	332	13	0.07
6967	332	15	0.02
6970	332	18	0.88
6985	333	12	0.01
6987	333	14	0.96
6988	333	15	0.03
7005	334	11	0.01
7006	334	12	0.22
7012	334	18	0.74
7013	334	19	0.03
7024	335	9	0.01
7026	335	11	0.03
7027	335	12	0.59
7028	335	13	0.01
7030	335	15	0.32
7034	335	19	0.04
7038	336	2	0.01
7044	336	8	0.04
7048	336	12	0.01
7054	336	18	0.88
